Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
15,8166.53,6200.00,0,80,-97.97,-0.59,42.49,0,73,-100.81,72,-110.53,79,-123.85,65,-125.16,81,-130.13
16,8201.94,6200.00,0,80,-110.10,-10.85,42.49,0,72,-107.25,79,-113.14,73,-114.89,81,-118.18,65,-132.30
17,8237.35,6200.00,0,73,-108.53,-8.53,42.49,1,80,-115.49,72,-123.31,79,-126.19,81,-127.89,65,-135.56
18,8272.76,6200.00,0,80,-110.61,-10.61,42.49,1,72,-115.54,81,-124.21,73,-129.57,79,-137.90,65,-144.81
19,8308.17,6200.00,0,72,-101.13,-1.13,42.49,1,80,-120.93,73,-125.37,81,-125.72,79,-129.74,65,-138.60
20,8343.57,6200.00,0,72,-109.38,-9.38,42.49,0,80,-117.70,73,-119.09,81,-119.25,79,-131.76,65,-137.39
21,8378.98,6200.00,0,79,-110.41,-10.41,42.49,1,80,-114.43,72,-121.54,81,-121.89,65,-135.63,73,-136.88
22,8400.00,6200.00,3,72,-98.39,1.19,0.00,1,80,-96.04,79,-112.43,73,-113.24,81,-136.43,65,-139.48
23,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
24,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
25,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
26,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
27,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
28,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
29,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
30,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
31,8400.00,6200.00,3,72,-98.39,1.19,0.00,0,80,-109.94,79,-114.25,73,-125.81,81,-136.19,65,-140.55
32,8400.00,6182.30,3,72,-93.65,6.35,21.24,0,79,-110.08,80,-116.55,73,-122.40,81,-134.93,65,-142.60
33,8400.00,6146.89,3,80,-103.34,-3.34,42.49,1,79,-114.02,73,-119.23,72,-120.00,65,-124.19,81,-138.97
34,8400.00,6111.48,3,80,-108.04,-8.04,42.49,0,79,-113.12,73,-121.42,81,-126.53,65,-126.87,72,-129.93
35,8400.00,6076.07,3,80,-87.22,12.78,42.49,0,72,-113.43,81,-125.97,79,-129.63,71,-135.63,73,-136.85
36,8400.00,6040.66,3,80,-105.44,-5.44,42.49,0,72,-119.49,71,-125.77,79,-127.20,73,-130.19,81,-136.82
37,8400.00,6005.25,3,80,-104.09,-4.09,42.49,0,72,-119.71,79,-124.68,73,-128.70,71,-129.50,65,-144.97
38,8369.85,6000.00,2,80,-110.96,-10.96,42.49,0,72,-110.26,71,-121.81,79,-126.12,73,-127.62,65,-130.51
39,8334.44,6000.00,2,80,-115.24,-15.24,42.49,0,79,-114.48,72,-115.08,73,-115.49,71,-133.24,65,-144.60
40,8299.03,6000.00,2,72,-104.64,-4.64,42.49,1,73,-110.75,79,-116.42,80,-116.77,71,-137.35,65,-142.38
41,8263.62,6000.00,2,73,-107.60,-7.60,42.49,1,72,-115.94,80,-119.71,79,-120.23,65,-138.76,71,-143.76
42,8228.21,6000.00,2,73,-108.33,-8.33,42.49,0,72,-112.74,80,-113.77,71,-125.86,79,-126.56,65,-147.93
43,8192.80,6000.00,2,72,-98.62,1.38,42.49,1,80,-118.24,79,-118.87,73,-126.17,71,-133.63,65,-134.35
44,8157.40,6000.00,2,72,-102.13,-2.67,42.49,0,73,-108.74,71,-112.40,80,-112.73,79,-123.40,65,-130.98
45,8121.99,6000.00,2,73,-93.14,6.40,42.49,1,72,-109.55,80,-111.13,79,-122.37,71,-126.62,65,-126.65
46,8086.58,6000.00,2,72,-89.85,8.94,42.49,1,80,-106.70,73,-109.68,71,-117.11,79,-119.75,65,-123.44
47,8051.17,6000.00,2,72,-86.32,13.68,42.49,0,80,-122.73,73,-125.94,65,-128.05,64,-130.76,79,-143.07
48,8015.76,6000.00,2,72,-84.33,15.67,42.49,0,73,-115.42,80,-127.25,64,-133.46,79,-138.94,65,-139.16
49,8000.00,6019.64,1,72,-87.83,12.17,42.49,0,73,-122.34,80,-123.90,79,-127.38,65,-129.99,64,-135.10
50,8000.00,6055.05,1,72,-90.55,8.13,42.49,0,64,-111.90,79,-119.54,80,-123.34,65,-130.20,73,-131.70
51,8000.00,6090.46,1,72,-90.15,8.65,42.49,0,64,-113.60,65,-120.47,80,-124.68,73,-131.15,79,-132.78
52,8000.00,6125.87,1,72,-86.49,13.51,42.49,0,65,-125.75,79,-132.03,80,-132.04,64,-134.15,73,-135.88
53,8000.00,6161.28,1,72,-97.96,2.04,42.49,0,65,-115.49,80,-124.41,79,-124.44,73,-126.61,64,-152.74
54,8000.00,6196.69,1,72,-116.86,-16.86,42.49,0,73,-116.49,79,-123.02,80,-126.51,65,-137.18,64,-149.98
55,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-105.94,64,-113.95,80,-127.03,65,-130.30,79,-151.35
56,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
57,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
58,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
59,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
60,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
61,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
62,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
63,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
64,8000.00,6200.00,2,72,-86.62,13.38,0.00,0,73,-110.68,64,-112.85,65,-113.52,80,-128.61,79,-145.55
65,7982.30,6200.00,2,72,-92.50,5.31,21.24,0,65,-102.71,73,-109.31,64,-110.53,80,-135.01,79,-146.21
66,7946.89,6200.00,2,72,-96.56,3.44,42.49,0,73,-116.58,64,-116.93,65,-125.61,80,-130.27,79,-131.82
67,7911.48,6200.00,2,72,-112.88,-12.88,42.49,0,73,-118.11,65,-125.01,80,-129.55,64,-138.51,79,-147.96
68,7876.07,6200.00,2,72,-108.83,-8.83,42.49,0,73,-115.88,65,-116.93,66,-127.68,64,-133.49,80,-136.03
69,7840.66,6200.00,2,72,-109.86,-9.86,42.49,0,73,-111.96,65,-114.27,80,-117.87,64,-130.56,66,-132.44
70,7805.25,6200.00,2,73,-106.51,-6.97,42.49,1,65,-109.49,72,-118.05,80,-128.61,64,-134.60,66,-139.85
71,7800.00,6230.15,1,72,-100.97,-1.44,42.49,1,73,-111.20,65,-112.08,66,-128.59,64,-133.32,80,-133.47
72,7800.00,6265.56,1,72,-107.41,-8.00,42.49,0,73,-108.30,66,-118.68,64,-126.64,65,-138.05,80,-141.84
73,7800.00,6300.97,1,72,-103.31,-5.00,42.49,0,73,-103.24,80,-128.43,64,-128.69,66,-128.92,65,-130.89
74,7800.00,6336.38,1,72,-108.95,-8.95,42.49,0,73,-112.50,80,-121.59,66,-130.04,64,-132.52,65,-143.08
75,7800.00,6371.79,1,72,-111.51,-11.51,42.49,0,73,-117.21,64,-129.68,80,-132.38,66,-140.51,65,-142.18
76,7800.00,6407.20,1,65,-119.40,-19.40,42.49,1,73,-121.71,72,-123.96,66,-124.08,64,-125.67,80,-128.84
77,7800.00,6442.60,1,73,-109.70,-9.70,42.49,1,65,-119.50,72,-119.94,64,-131.78,66,-136.31,80,-137.21
78,7800.00,6478.01,1,73,-98.83,1.17,42.49,0,65,-110.06,74,-112.22,72,-114.45,66,-126.47,80,-136.80
79,7800.00,6513.42,1,73,-105.24,-5.24,42.49,0,65,-110.90,72,-110.93,66,-116.67,74,-121.66,80,-151.95
80,7800.00,6548.83,1,73,-108.46,-8.46,42.49,0,72,-118.68,74,-123.64,66,-124.76,65,-130.84,80,-134.43
81,7800.00,6584.24,1,73,-105.79,-5.79,42.49,0,74,-115.65,66,-120.16,80,-124.09,72,-124.78,65,-124.92
82,7819.64,6600.00,0,73,-103.87,-3.87,42.49,0,72,-119.78,65,-123.55,66,-129.77,74,-134.34,80,-139.48
83,7855.05,6600.00,0,73,-97.25,2.27,42.49,0,72,-109.33,66,-111.92,65,-113.29,74,-117.31,80,-143.90
84,7890.46,6600.00,0,73,-91.58,8.42,42.49,0,74,-114.28,72,-114.42,66,-121.75,65,-124.94,80,-144.88
85,7925.87,6600.00,0,73,-103.40,-5.27,42.49,0,65,-102.69,72,-112.14,66,-116.84,81,-118.17,80,-129.31
86,7961.28,6600.00,0,73,-102.89,-2.89,42.49,0,72,-113.36,65,-116.28,66,-120.49,81,-125.18,80,-130.36
87,7996.69,6600.00,0,73,-94.73,2.54,42.49,0,72,-101.14,65,-109.80,80,-121.08,66,-123.92,81,-126.45
88,8032.09,6600.00,0,73,-91.90,8.10,42.49,0,72,-113.57,81,-116.22,66,-117.57,65,-119.09,80,-120.07
89,8067.50,6600.00,0,73,-97.63,-2.77,42.49,0,80,-96.45,72,-121.02,65,-125.43,81,-127.69,66,-147.38
90,8102.91,6600.00,0,73,-99.38,-3.62,42.49,0,80,-97.81,65,-115.20,72,-116.75,74,-116.95,81,-122.16
91,8138.32,6600.00,0,73,-103.80,-3.80,42.49,0,72,-114.74,80,-119.35,65,-123.49,81,-127.64,74,-137.71
92,8173.73,6600.00,0,73,-105.21,-5.86,42.49,0,80,-107.89,72,-113.03,65,-121.97,81,-131.08,74,-139.88
93,8200.00,6600.00,1,80,-119.72,-28.73,0.00,1,72,-114.32,81,-116.06,73,-128.99,74,-129.69,65,-142.84
94,8200.00,6600.00,1,73,-92.07,5.52,0.00,1,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
95,8200.00,6600.00,1,73,-92.07,5.52,0.00,0,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
96,8200.00,6600.00,1,73,-92.07,5.52,0.00,0,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
97,8200.00,6600.00,1,73,-92.07,5.52,0.00,0,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
98,8200.00,6600.00,1,73,-92.07,5.52,0.00,0,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
99,8200.00,6600.00,1,73,-92.07,5.52,0.00,0,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
100,8200.00,6600.00,1,73,-92.07,5.52,0.00,0,72,-102.20,81,-108.64,80,-119.72,65,-131.00,74,-140.54
