Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_sinr_interference,ue0_sinr_noise,ue0_sinr_denominator,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue0_interf_bs1_idx,ue0_interf_bs1_prx,ue0_interf_bs2_idx,ue0_interf_bs2_prx,ue0_interf_bs3_idx,ue0_interf_bs3_prx,ue0_interf_bs4_idx,ue0_interf_bs4_prx,ue0_interf_bs5_idx,ue0_interf_bs5_prx,ue0_interf_bs6_idx,ue0_interf_bs6_prx
153,3555.00,2831.03,3.00,1,31,0.03,LOS,96.55,3.28,-79.61,-51.83,19.30,-71.15,-95.00,-71.14,34.45,0,23,-99.85,24,-107.16,16,-109.47,17,-112.51,15,-114.11,25,-114.41,32,-91.79,23,-72.07,24,-79.38,38,-94.06,39,-87.56,30,-95.31
154,3555.00,2840.60,3.00,1,31,0.03,LOS,96.55,3.28,-79.61,-51.83,19.54,-71.39,-95.00,-71.37,34.45,0,23,-100.22,24,-106.80,16,-109.47,17,-112.41,15,-114.21,25,-114.28,32,-91.67,23,-72.44,24,-79.01,38,-94.09,39,-87.53,30,-95.43
155,3555.00,2850.17,3.00,1,31,0.03,LOS,96.55,-3.31,-73.02,-45.24,22.07,-67.31,-95.00,-67.31,34.45,0,24,-96.19,15,-100.69,23,-101.97,30,-115.08,16,-115.27,9,-116.72,32,-90.06,23,-74.18,24,-68.41,38,-93.82,39,-105.55,30,-87.29
156,3555.00,2844.26,3.00,3,31,0.03,LOS,96.55,-3.31,-73.02,-45.24,22.20,-67.45,-95.00,-67.44,34.45,0,24,-96.43,15,-100.63,23,-101.74,30,-115.01,16,-115.26,9,-116.74,32,-90.13,23,-73.96,24,-68.64,38,-93.80,39,-105.57,30,-87.22
157,3555.00,2834.69,3.00,3,31,0.03,LOS,96.55,-3.31,-73.02,-45.24,22.39,-67.63,-95.00,-67.63,34.45,0,24,-96.80,15,-100.53,23,-101.38,30,-114.89,16,-115.26,9,-116.76,32,-90.24,23,-73.60,24,-69.02,38,-93.77,39,-105.60,30,-87.11
158,3555.00,2825.12,3.00,3,31,0.03,LOS,96.55,2.40,-78.73,-50.95,16.40,-67.36,-95.00,-67.35,34.45,0,23,-98.82,24,-100.44,30,-101.35,16,-109.01,38,-112.54,32,-112.97,32,-85.19,23,-71.04,24,-72.66,38,-84.76,39,-94.34,30,-73.57
159,3555.00,2815.55,3.00,3,31,0.03,LOS,96.55,2.40,-78.73,-50.95,16.30,-67.26,-95.00,-67.26,34.45,0,23,-98.44,24,-100.79,30,-101.23,16,-109.01,38,-112.51,32,-113.08,32,-85.30,23,-70.66,24,-73.01,38,-84.73,39,-94.37,30,-73.45
160,3555.00,2805.98,3.00,3,31,0.03,LOS,96.56,2.40,-78.74,-50.96,16.18,-67.14,-95.00,-67.13,34.45,0,23,-98.05,30,-101.12,24,-101.14,16,-109.02,38,-112.48,32,-113.20,32,-85.42,23,-70.27,24,-73.36,38,-84.70,39,-94.40,30,-73.34
161,3555.00,2796.41,3.00,3,31,0.03,LOS,96.56,-3.25,-73.09,-45.31,21.98,-67.30,-95.00,-67.29,34.45,0,23,-96.55,24,-101.42,16,-106.06,9,-109.05,30,-109.78,25,-111.85,32,-91.84,23,-68.77,24,-73.64,38,-85.55,39,-94.13,30,-82.00
162,3555.00,2786.83,3.00,3,31,0.03,LOS,96.57,-3.25,-73.10,-45.32,21.75,-67.07,-95.00,-67.07,34.45,0,23,-96.14,24,-101.76,16,-106.07,9,-109.08,30,-109.67,25,-111.97,32,-91.95,23,-68.36,24,-73.97,38,-85.52,39,-94.16,30,-81.88
163,3555.00,2777.26,3.00,3,31,0.03,LOS,96.58,-3.25,-73.11,-45.33,21.48,-66.82,-95.00,-66.81,34.45,0,23,-95.73,24,-102.08,16,-106.09,9,-109.11,30,-109.55,25,-112.09,32,-92.06,23,-67.94,24,-74.30,38,-85.50,39,-94.20,30,-81.77
164,3555.00,2767.69,3.00,3,31,0.03,LOS,96.59,-5.12,-71.26,-43.48,26.14,-69.63,-95.00,-69.61,34.45,0,23,-99.08,24,-103.00,16,-111.76,32,-113.76,38,-115.78,17,-118.13,32,-85.98,23,-71.30,24,-75.22,38,-88.00,39,-102.85,30,-91.78
165,3555.00,2758.12,3.00,3,31,0.03,LOS,96.61,-5.12,-71.27,-43.49,25.90,-69.40,-95.00,-69.39,34.45,0,23,-98.65,24,-103.32,16,-111.78,32,-113.87,38,-115.75,17,-118.23,32,-86.09,23,-70.86,24,-75.53,38,-87.97,39,-102.89,30,-91.66
166,3555.00,2748.55,3.00,3,31,0.03,LOS,96.62,-5.12,-71.29,-43.51,25.63,-69.15,-95.00,-69.14,34.45,0,23,-98.20,24,-103.63,16,-111.80,32,-113.99,38,-115.73,17,-118.33,32,-86.20,23,-70.41,24,-75.85,38,-87.94,39,-102.92,30,-91.55
167,3555.00,2738.98,3.00,3,31,0.03,LOS,96.64,0.27,-76.69,-48.91,14.33,-63.24,-95.00,-63.23,34.45,0,23,-91.16,24,-109.67,38,-112.10,32,-113.39,30,-114.37,8,-115.79,32,-85.61,23,-63.38,24,-81.89,38,-84.32,39,-92.70,30,-86.59
168,3555.00,2729.41,3.00,3,31,0.03,LOS,96.66,0.27,-76.71,-48.93,13.85,-62.78,-95.00,-62.78,34.45,0,23,-90.69,24,-109.97,38,-112.07,32,-113.50,30,-114.25,8,-115.77,32,-85.72,23,-62.91,24,-82.19,38,-84.29,39,-92.73,30,-86.47
169,3555.00,2719.84,3.00,3,31,0.03,LOS,96.68,0.27,-76.73,-48.95,13.36,-62.31,-95.00,-62.31,34.45,0,23,-90.20,24,-110.27,38,-112.05,32,-113.61,30,-114.14,8,-115.75,32,-85.83,23,-62.42,24,-82.49,38,-84.27,39,-92.77,30,-86.36
170,3555.00,2710.27,3.00,3,31,0.03,LOS,96.70,1.98,-78.47,-50.68,8.47,-59.16,-95.00,-59.16,34.45,0,23,-87.01,24,-105.88,39,-112.80,16,-115.90,30,-117.36,18,-118.97,32,-91.51,23,-59.23,24,-78.10,38,-93.15,39,-85.01,30,-89.58
171,3555.00,2700.70,3.00,3,31,0.03,LOS,96.72,1.98,-78.49,-50.71,7.94,-58.65,-95.00,-58.65,34.45,0,23,-86.50,24,-106.16,39,-112.83,16,-115.93,30,-117.25,18,-119.05,32,-91.62,23,-58.72,24,-78.38,38,-93.13,39,-85.05,30,-89.47
172,3555.00,2691.13,3.00,3,31,0.03,LOS,96.75,1.98,-78.51,-50.73,7.40,-58.13,-95.00,-58.13,34.45,0,23,-85.97,24,-106.44,39,-112.87,16,-115.96,30,-117.13,18,-119.12,32,-91.73,23,-58.19,24,-78.66,38,-93.11,39,-85.09,30,-89.35
173,3555.00,2681.56,3.00,3,31,0.03,LOS,96.78,0.37,-76.93,-49.15,21.36,-70.52,-95.00,-70.50,34.45,0,24,-100.01,23,-104.30,30,-113.44,39,-113.80,25,-117.10,16,-117.43,32,-93.90,23,-76.52,24,-72.23,38,-90.02,39,-86.02,30,-85.66
174,3555.00,2671.99,3.00,3,31,0.03,LOS,96.80,0.37,-76.96,-49.17,21.35,-70.54,-95.00,-70.53,34.45,0,24,-100.28,23,-103.73,30,-113.33,39,-113.84,25,-117.21,16,-117.47,32,-94.01,23,-75.95,24,-72.50,38,-90.00,39,-86.06,30,-85.55
175,3555.00,2662.42,3.00,3,31,0.03,LOS,96.83,0.37,-76.99,-49.20,21.31,-70.53,-95.00,-70.51,34.45,0,24,-100.55,23,-103.15,30,-113.21,39,-113.88,25,-117.32,16,-117.51,32,-94.12,23,-75.37,24,-72.77,38,-89.98,39,-86.09,30,-85.43
176,3555.00,2652.84,3.00,3,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.41,-62.09,-95.00,-62.09,34.45,0,23,-90.32,24,-100.24,30,-111.84,16,-113.10,15,-117.07,9,-119.80,32,-95.99,23,-62.54,24,-72.46,38,-97.54,39,-99.79,30,-84.06
177,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
178,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
179,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
180,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
181,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
182,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
183,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
184,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
185,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
186,3555.00,2652.00,3.00,2,31,0.03,LOS,96.87,-2.19,-74.46,-46.68,15.36,-62.04,-95.00,-62.04,0.00,0,23,-90.27,24,-100.27,30,-111.83,16,-113.10,15,-117.06,9,-119.80,32,-96.00,23,-62.49,24,-72.49,38,-97.53,39,-99.79,30,-84.05
187,3550.21,2652.00,3.00,2,31,0.02,LOS,96.93,-2.19,-74.52,-46.74,15.24,-61.98,-95.00,-61.98,17.23,0,23,-90.20,24,-100.26,30,-111.89,16,-113.01,15,-117.00,9,-119.76,32,-96.03,23,-62.42,24,-72.47,38,-97.59,39,-99.84,30,-84.11
188,3540.64,2652.00,3.00,2,31,0.02,LOS,97.05,-2.19,-74.64,-46.86,15.02,-61.88,-95.00,-61.88,34.45,0,23,-90.09,24,-100.24,30,-112.01,16,-112.81,15,-116.89,9,-119.67,32,-96.11,23,-62.31,24,-72.45,38,-97.70,39,-99.93,30,-84.22
189,3531.07,2652.00,3.00,2,31,0.02,LOS,97.17,-2.19,-74.76,-46.98,14.81,-61.80,-95.00,-61.80,34.45,0,23,-90.00,24,-100.22,30,-112.12,16,-112.62,15,-116.77,9,-119.58,32,-96.18,23,-62.22,24,-72.44,38,-97.80,39,-100.03,30,-84.34
190,3521.50,2652.00,3.00,2,31,0.02,LOS,97.29,-1.48,-75.59,-47.81,17.67,-65.48,-95.00,-65.48,34.45,0,23,-94.36,24,-101.05,16,-106.10,30,-107.20,39,-114.71,17,-115.17,32,-89.43,23,-66.58,24,-73.27,38,-88.78,39,-86.93,30,-79.42
191,3511.93,2652.00,3.00,2,31,0.02,LOS,97.41,-1.48,-75.71,-47.92,17.53,-65.46,-95.00,-65.45,34.45,0,23,-94.32,24,-101.05,16,-105.90,30,-107.32,39,-114.80,17,-115.10,32,-89.50,23,-66.54,24,-73.27,38,-88.89,39,-87.02,30,-79.54
192,3502.36,2652.00,3.00,2,31,0.02,LOS,97.52,-1.48,-75.82,-48.04,17.40,-65.45,-95.00,-65.44,34.45,0,23,-94.30,24,-101.04,16,-105.69,30,-107.44,39,-114.89,17,-115.02,32,-89.58,23,-66.52,24,-73.26,38,-88.99,39,-87.11,30,-79.66
193,3492.79,2652.00,3.00,2,31,0.02,LOS,97.64,-2.34,-75.08,-47.30,12.60,-59.90,-95.00,-59.90,34.45,0,23,-88.21,24,-97.19,15,-104.68,16,-107.98,33,-113.50,10,-116.42,32,-88.70,23,-60.42,24,-69.41,38,-96.44,39,-101.25,30,-90.48
194,3483.22,2652.00,3.00,2,31,0.02,LOS,97.75,-2.34,-75.19,-47.41,12.51,-59.93,-95.00,-59.92,34.45,0,23,-88.24,24,-97.19,15,-104.56,16,-107.78,33,-113.53,10,-116.37,32,-88.78,23,-60.46,24,-69.41,38,-96.54,39,-101.34,30,-90.59
195,3473.65,2652.00,3.00,2,31,0.02,LOS,97.86,-2.34,-75.31,-47.52,12.45,-59.98,-95.00,-59.97,34.45,0,23,-88.29,24,-97.20,15,-104.44,16,-107.57,33,-113.56,10,-116.31,32,-88.85,23,-60.51,24,-69.42,38,-96.65,39,-101.43,30,-90.71
196,3464.08,2652.00,3.00,2,31,0.02,LOS,97.97,5.90,-83.66,-55.88,16.26,-72.16,-95.00,-72.14,34.45,0,23,-100.46,16,-110.70,8,-111.98,24,-112.60,15,-113.80,38,-115.37,32,-97.40,23,-72.68,24,-84.82,38,-87.59,39,-92.29,30,-89.84
197,3454.51,2652.00,3.00,2,31,0.02,LOS,98.08,5.90,-83.77,-55.98,16.25,-72.26,-95.00,-72.23,34.45,0,23,-100.56,16,-110.49,8,-111.87,24,-112.62,15,-113.68,38,-115.47,32,-97.47,23,-72.78,24,-84.84,38,-87.69,39,-92.38,30,-89.96
198,3444.94,2652.00,3.00,2,31,0.02,LOS,98.19,5.90,-83.87,-56.09,16.26,-72.37,-95.00,-72.35,34.45,0,23,-100.68,16,-110.27,8,-111.76,24,-112.64,15,-113.56,38,-115.57,32,-97.55,23,-72.90,24,-84.86,38,-87.79,39,-92.47,30,-90.07
199,3435.37,2652.00,3.00,2,31,0.02,LOS,98.30,-3.55,-74.54,-46.75,19.44,-66.20,-95.00,-66.19,34.45,0,23,-94.49,24,-104.70,16,-111.33,32,-113.31,15,-113.42,25,-113.83,32,-85.53,23,-66.71,24,-76.91,38,-86.32,39,-103.35,30,-89.84
200,3425.80,2652.00,3.00,2,31,0.02,LOS,98.41,-3.55,-74.64,-46.86,19.49,-66.35,-95.00,-66.35,34.45,0,23,-94.66,24,-104.73,16,-111.10,15,-113.31,32,-113.39,25,-113.84,32,-85.61,23,-66.87,24,-76.94,38,-86.42,39,-103.44,30,-89.96
201,3416.22,2652.00,3.00,2,31,0.02,LOS,98.51,-3.55,-74.75,-46.97,19.55,-66.52,-95.00,-66.51,34.45,0,23,-94.84,24,-104.76,16,-110.88,15,-113.19,32,-113.46,25,-113.84,32,-85.68,23,-67.06,24,-76.98,38,-86.52,39,-103.52,30,-90.07
202,3406.65,2652.00,3.00,2,31,0.02,LOS,98.62,-5.12,-73.28,-45.50,26.39,-71.90,-95.00,-71.88,34.45,0,23,-102.47,24,-103.22,25,-114.20,16,-114.99,30,-116.33,33,-120.08,32,-101.57,23,-74.69,24,-75.44,38,-103.04,39,-93.04,30,-88.55
203,3397.08,2652.00,3.00,2,31,0.02,LOS,98.72,-5.12,-73.38,-45.60,26.42,-72.04,-95.00,-72.02,34.45,0,23,-102.69,24,-103.26,25,-114.21,16,-114.76,30,-116.45,33,-120.11,32,-101.65,23,-74.91,24,-75.48,38,-103.14,39,-93.12,30,-88.67
204,3387.51,2652.00,3.00,2,31,0.02,LOS,98.82,-5.12,-73.48,-45.70,26.46,-72.18,-95.00,-72.16,34.45,0,23,-102.93,24,-103.31,25,-114.22,16,-114.53,30,-116.56,33,-120.14,32,-101.73,23,-75.14,24,-75.53,38,-103.23,39,-93.21,30,-88.78
205,3377.94,2652.00,3.00,2,31,0.02,LOS,98.92,1.54,-80.24,-52.46,13.30,-65.77,-95.00,-65.76,34.45,0,23,-93.67,24,-109.89,17,-111.42,16,-114.27,30,-118.55,8,-118.75,32,-96.57,23,-65.89,24,-82.11,38,-98.72,39,-95.47,30,-90.77
206,3368.37,2652.00,3.00,2,31,0.02,LOS,99.02,1.54,-80.34,-52.56,13.45,-66.02,-95.00,-66.01,34.45,0,23,-93.93,24,-109.94,17,-111.35,16,-114.03,8,-118.63,30,-118.67,32,-96.65,23,-66.15,24,-82.16,38,-98.81,39,-95.56,30,-90.89
207,3358.80,2652.00,3.00,2,31,0.02,LOS,99.12,1.54,-80.44,-52.66,13.62,-66.28,-95.00,-66.28,34.45,0,23,-94.21,24,-109.99,17,-111.29,16,-113.79,8,-118.52,30,-118.78,32,-96.72,23,-66.42,24,-82.21,38,-98.91,39,-95.64,30,-91.00
208,3355.00,2657.77,3.00,1,31,0.02,LOS,99.15,-0.38,-78.55,-50.77,17.70,-68.48,-95.00,-68.47,34.45,0,16,-96.98,24,-98.61,23,-100.25,17,-113.14,9,-113.77,30,-114.33,32,-100.33,23,-72.47,24,-70.83,38,-95.12,39,-110.01,30,-86.55
209,3355.00,2667.34,3.00,1,31,0.02,LOS,99.13,-0.38,-78.53,-50.75,17.75,-68.51,-95.00,-68.50,34.45,0,16,-96.91,24,-98.36,23,-100.72,17,-113.03,9,-113.73,30,-114.42,32,-100.24,23,-72.94,24,-70.58,38,-95.13,39,-109.97,30,-86.63
210,3355.00,2676.91,3.00,1,31,0.02,LOS,99.11,-0.38,-78.51,-50.73,17.77,-68.51,-95.00,-68.50,34.45,0,16,-96.84,24,-98.10,23,-101.19,17,-112.91,9,-113.68,30,-114.50,32,-100.15,23,-73.40,24,-70.32,38,-95.15,39,-109.94,30,-86.72
211,3355.00,2686.48,3.00,1,31,0.02,LOS,99.09,-2.98,-75.90,-48.12,22.28,-70.41,-95.00,-70.40,34.45,0,23,-99.42,16,-101.24,24,-104.76,9,-109.36,15,-112.08,32,-115.45,32,-87.67,23,-71.64,24,-76.98,38,-94.82,39,-99.56,30,-96.93
212,3355.00,2696.05,3.00,1,31,0.02,LOS,99.08,-2.98,-75.88,-48.10,22.56,-70.68,-95.00,-70.66,34.45,0,23,-99.87,16,-101.18,24,-104.50,9,-109.32,15,-112.21,32,-115.36,32,-87.58,23,-72.09,24,-76.72,38,-94.83,39,-99.53,30,-97.02
213,3355.00,2705.62,3.00,1,31,0.02,LOS,99.06,-2.98,-75.87,-48.09,22.81,-70.92,-95.00,-70.90,34.45,0,23,-100.31,16,-101.13,24,-104.23,9,-109.27,15,-112.34,32,-115.27,32,-87.49,23,-72.53,24,-76.45,38,-94.85,39,-99.50,30,-97.11
214,3355.00,2715.19,3.00,1,31,0.02,LOS,99.05,-3.83,-75.00,-47.22,13.53,-60.75,-95.00,-60.75,34.45,0,23,-88.67,16,-99.26,24,-106.51,38,-107.63,39,-117.45,15,-119.31,32,-94.40,23,-60.88,24,-78.72,38,-79.85,39,-89.67,30,-104.25
215,3355.00,2724.77,3.00,1,31,0.02,LOS,99.04,-3.83,-74.99,-47.21,13.94,-61.15,-95.00,-61.15,34.45,0,23,-89.09,16,-99.21,24,-106.23,38,-107.65,39,-117.42,9,-119.28,32,-94.30,23,-61.31,24,-78.45,38,-79.87,39,-89.64,30,-104.34
216,3355.00,2734.34,3.00,1,31,0.02,LOS,99.02,-3.83,-74.98,-47.20,14.35,-61.55,-95.00,-61.55,34.45,0,23,-89.50,16,-99.17,24,-105.95,38,-107.67,39,-117.39,9,-119.24,32,-94.21,23,-61.72,24,-78.17,38,-79.88,39,-89.61,30,-104.43
217,3355.00,2743.91,3.00,1,31,0.02,LOS,99.01,-4.69,-74.11,-46.33,15.56,-61.89,-95.00,-61.89,34.45,0,23,-89.70,16,-111.79,8,-111.90,24,-115.61,17,-115.66,30,-115.89,32,-102.01,23,-61.92,24,-87.83,38,-92.32,39,-106.56,30,-88.11
218,3355.00,2753.48,3.00,1,31,0.02,LOS,99.00,-4.69,-74.10,-46.32,15.96,-62.28,-95.00,-62.28,34.45,0,23,-90.09,16,-111.75,8,-111.93,24,-115.32,17,-115.54,30,-115.98,32,-101.92,23,-62.31,24,-87.54,38,-92.34,39,-106.53,30,-88.20
219,3355.00,2763.05,3.00,1,31,0.02,LOS,98.99,-4.69,-74.09,-46.31,16.36,-62.67,-95.00,-62.67,34.45,0,23,-90.48,16,-111.72,8,-111.96,24,-115.03,17,-115.42,30,-116.07,32,-101.83,23,-62.70,24,-87.25,38,-92.37,39,-106.50,30,-88.29
220,3355.00,2772.62,3.00,1,31,0.02,LOS,98.99,0.01,-78.78,-51.00,13.29,-64.29,-95.00,-64.29,34.45,0,23,-92.41,24,-103.72,16,-108.87,30,-115.59,8,-118.13,9,-118.32,32,-93.67,23,-64.63,24,-75.93,38,-94.98,39,-105.43,30,-87.81
221,3355.00,2782.19,3.00,1,31,0.02,LOS,98.98,0.01,-78.77,-50.99,13.62,-64.62,-95.00,-64.61,34.45,0,23,-92.79,24,-103.41,16,-108.85,30,-115.68,8,-118.16,9,-118.28,32,-93.58,23,-65.01,24,-75.63,38,-95.01,39,-105.41,30,-87.90
222,3355.00,2791.76,3.00,1,31,0.02,LOS,98.97,0.01,-78.77,-50.99,13.93,-64.92,-95.00,-64.92,34.45,0,23,-93.16,24,-103.10,16,-108.82,30,-115.77,8,-118.19,9,-118.24,32,-93.49,23,-65.38,24,-75.32,38,-95.03,39,-105.38,30,-87.99
223,3355.00,2801.33,3.00,1,31,0.02,LOS,98.97,-6.44,-72.31,-44.53,19.67,-64.20,-95.00,-64.20,34.45,0,23,-94.32,24,-95.83,17,-102.59,15,-105.24,16,-107.84,30,-115.97,32,-99.28,23,-66.54,24,-68.05,38,-101.17,39,-103.61,30,-88.19
224,3355.00,2810.90,3.00,1,31,0.02,LOS,98.97,-6.44,-72.31,-44.53,19.73,-64.26,-95.00,-64.26,34.45,0,23,-94.68,24,-95.52,17,-102.47,15,-105.37,16,-107.82,30,-116.06,32,-99.19,23,-66.90,24,-67.73,38,-101.19,39,-103.58,30,-88.28
225,3355.00,2820.47,3.00,1,31,0.02,LOS,98.96,-6.44,-72.31,-44.52,19.77,-64.30,-95.00,-64.29,34.45,0,23,-95.03,24,-95.19,17,-102.34,15,-105.50,16,-107.82,30,-116.15,32,-99.10,23,-67.25,24,-67.41,38,-101.21,39,-103.56,30,-88.37
226,3355.00,2830.04,3.00,1,31,0.02,LOS,98.96,2.06,-80.81,-53.02,13.25,-66.28,-95.00,-66.27,34.45,0,23,-94.14,10,-108.40,15,-110.34,16,-110.68,24,-114.20,33,-114.35,32,-89.24,23,-66.35,24,-86.42,38,-98.60,39,-101.78,30,-95.19
227,3355.00,2839.61,3.00,1,31,0.02,LOS,98.96,2.06,-80.81,-53.02,13.58,-66.61,-95.00,-66.60,34.45,0,23,-94.47,10,-108.34,15,-110.46,16,-110.68,24,-113.87,33,-114.28,32,-89.15,23,-66.69,24,-86.08,38,-98.62,39,-101.76,30,-95.28
228,3355.00,2849.18,3.00,1,31,0.02,LOS,98.96,2.06,-80.81,-53.03,13.89,-66.93,-95.00,-66.92,34.45,0,23,-94.80,10,-108.28,15,-110.59,16,-110.69,24,-113.52,33,-114.21,32,-89.06,23,-67.02,24,-85.74,38,-98.65,39,-101.74,30,-95.37
229,3355.00,2845.24,3.00,3,31,0.02,LOS,98.96,2.06,-80.81,-53.02,13.76,-66.80,-95.00,-66.79,34.45,0,23,-94.67,10,-108.31,15,-110.54,16,-110.68,24,-113.67,33,-114.24,32,-89.10,23,-66.89,24,-85.88,38,-98.64,39,-101.75,30,-95.34
230,3355.00,2835.67,3.00,3,31,0.02,LOS,98.96,0.20,-78.95,-51.17,17.83,-69.01,-95.00,-69.00,34.45,0,23,-97.30,16,-102.77,24,-107.59,17,-111.04,30,-113.68,15,-116.40,32,-91.08,23,-69.52,24,-79.81,38,-101.33,39,-101.69,30,-85.90
231,3355.00,2826.10,3.00,3,31,0.02,LOS,98.96,0.20,-78.95,-51.17,17.55,-68.73,-95.00,-68.72,34.45,0,23,-96.96,16,-102.77,24,-107.92,17,-111.16,30,-113.59,15,-116.27,32,-91.17,23,-69.18,24,-80.14,38,-101.30,39,-101.72,30,-85.81
232,3355.00,2816.53,3.00,3,31,0.02,LOS,98.97,0.20,-78.95,-51.17,17.26,-68.44,-95.00,-68.43,34.45,0,23,-96.62,16,-102.78,24,-108.25,17,-111.29,30,-113.50,15,-116.15,32,-91.26,23,-68.84,24,-80.47,38,-101.28,39,-101.74,30,-85.72
233,3355.00,2806.96,3.00,3,31,0.02,LOS,98.97,1.64,-80.39,-52.61,13.18,-65.79,-95.00,-65.78,34.45,0,23,-94.19,24,-102.75,16,-106.28,9,-111.43,30,-113.20,15,-113.90,32,-109.32,23,-66.41,24,-74.96,38,-101.90,39,-94.34,30,-85.42
234,3355.00,2797.39,3.00,3,31,0.02,LOS,98.97,1.64,-80.39,-52.61,12.90,-65.51,-95.00,-65.51,34.45,0,23,-93.84,24,-103.06,16,-106.29,9,-111.46,30,-113.11,15,-113.77,32,-109.41,23,-66.05,24,-75.28,38,-101.88,39,-94.36,30,-85.33
235,3355.00,2787.82,3.00,3,31,0.02,LOS,98.98,1.64,-80.40,-52.61,12.60,-65.22,-95.00,-65.21,34.45,0,23,-93.47,24,-103.37,16,-106.31,9,-111.50,30,-113.02,15,-113.65,32,-109.50,23,-65.69,24,-75.59,38,-101.86,39,-94.39,30,-85.23
236,3355.00,2778.25,3.00,3,31,0.02,LOS,98.98,2.09,-80.85,-53.07,19.96,-73.06,-95.00,-73.03,34.45,0,16,-101.54,23,-102.85,24,-106.34,15,-111.35,30,-113.18,8,-116.52,32,-95.79,23,-75.07,24,-78.56,38,-90.59,39,-93.98,30,-85.40
237,3355.00,2768.68,3.00,3,31,0.02,LOS,98.99,2.09,-80.86,-53.08,19.79,-72.89,-95.00,-72.86,34.45,0,16,-101.57,23,-102.47,24,-106.64,15,-111.22,30,-113.09,8,-116.49,32,-95.88,23,-74.69,24,-78.86,38,-90.57,39,-94.00,30,-85.31
238,3355.00,2759.11,3.00,3,31,0.02,LOS,99.00,2.09,-80.87,-53.08,19.58,-72.69,-95.00,-72.67,34.45,0,16,-101.60,23,-102.09,24,-106.94,15,-111.09,30,-113.00,8,-116.46,32,-95.97,23,-74.31,24,-79.16,38,-90.55,39,-94.03,30,-85.22
239,3355.00,2749.54,3.00,3,31,0.02,LOS,99.01,-0.27,-78.52,-50.74,16.68,-67.43,-95.00,-67.42,34.45,0,23,-95.50,16,-106.73,24,-107.60,8,-112.59,17,-115.88,1,-116.93,32,-89.48,23,-67.72,24,-79.81,38,-104.69,39,-101.89,30,-100.22
