Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
204,1279.67,4700.00,2,3,-91.67,8.33,47.07,0,4,-116.46,12,-118.60,11,-122.83,10,-122.98,2,-123.63
205,1266.59,4700.00,2,3,-93.30,6.70,47.07,0,11,-112.43,10,-123.34,2,-123.95,12,-124.88,4,-127.06
206,1253.52,4700.00,2,3,-101.75,-2.25,47.07,0,11,-113.01,10,-121.62,12,-126.12,2,-126.44,4,-131.60
207,1240.44,4700.00,2,3,-108.40,-8.40,47.07,0,10,-119.48,11,-121.25,2,-127.14,12,-133.05,4,-133.10
208,1227.37,4700.00,2,3,-106.83,-7.45,47.07,0,10,-108.13,11,-124.96,2,-130.16,4,-134.95,12,-135.33
209,1214.29,4700.00,2,3,-97.92,1.61,47.07,0,10,-109.38,11,-125.63,2,-130.30,4,-135.89,12,-137.48
210,1201.22,4700.00,2,3,-99.78,0.22,47.07,0,10,-110.31,11,-129.63,4,-130.49,2,-132.57,12,-139.70
211,1188.14,4700.00,2,3,-105.45,-5.45,47.07,0,10,-111.14,11,-122.76,4,-123.34,12,-135.26,2,-138.85
212,1175.07,4700.00,2,3,-101.47,-1.97,47.07,0,10,-109.17,11,-114.77,4,-126.59,12,-129.41,2,-145.05
213,1161.99,4700.00,2,3,-102.47,-2.47,47.07,0,11,-110.90,10,-118.33,4,-119.09,12,-130.58,2,-142.66
214,1148.92,4700.00,2,3,-106.40,-7.10,47.07,0,11,-107.59,10,-120.81,4,-121.06,12,-128.40,2,-140.56
215,1135.84,4700.00,2,3,-104.58,-4.58,47.07,0,10,-114.23,11,-118.46,4,-125.21,12,-132.82,2,-142.74
216,1122.77,4700.00,2,3,-104.41,-4.41,47.07,0,10,-118.53,4,-125.55,11,-127.50,12,-138.86,2,-145.01
217,1109.69,4700.00,2,3,-105.39,-5.39,47.07,0,4,-121.29,11,-128.32,10,-132.36,2,-136.78,12,-144.94
218,1096.62,4700.00,2,3,-105.33,-5.33,47.07,0,4,-111.04,2,-124.28,11,-127.97,10,-129.09,12,-146.91
219,1083.54,4700.00,2,3,-113.35,-13.35,47.07,0,4,-117.02,2,-119.01,11,-122.71,10,-132.07,12,-154.47
220,1070.47,4700.00,2,2,-110.21,-10.21,47.07,1,11,-116.72,4,-118.96,3,-119.40,10,-133.48,12,-145.65
221,1057.39,4700.00,2,2,-117.79,-17.79,47.07,0,3,-121.14,4,-122.97,11,-126.21,10,-136.91,12,-147.97
222,1044.32,4700.00,2,3,-114.42,-14.42,47.07,1,2,-121.83,4,-122.89,11,-127.21,12,-135.38,10,-144.97
223,1031.24,4700.00,2,3,-102.38,-2.38,47.07,0,4,-118.53,11,-123.06,2,-124.29,12,-143.98,10,-149.07
224,1018.17,4700.00,2,3,-105.04,-5.04,47.07,0,4,-117.03,11,-123.83,2,-125.63,12,-140.52,10,-152.32
225,1005.09,4700.00,2,3,-98.85,1.15,47.07,0,2,-123.09,4,-128.35,11,-129.45,12,-147.16,10,-148.55
226,1000.00,4707.98,1,3,-108.46,-8.46,47.07,0,4,-109.26,11,-125.37,10,-130.27,12,-132.04,2,-139.31
227,1000.00,4721.06,1,3,-100.95,-0.95,47.07,0,11,-119.15,4,-123.63,2,-136.28,10,-136.54,12,-150.50
228,1000.00,4734.13,1,3,-94.47,5.53,47.07,0,11,-112.40,4,-122.26,2,-131.88,10,-137.92,12,-154.08
229,1000.00,4747.20,1,3,-102.15,-2.15,47.07,0,11,-111.79,4,-125.39,10,-132.58,2,-133.08,12,-148.40
230,1000.00,4760.28,1,3,-107.31,-7.31,47.07,0,11,-115.49,4,-127.66,2,-133.69,10,-134.97,12,-146.54
231,1000.00,4773.35,1,3,-107.86,-7.86,47.07,0,11,-117.66,4,-134.37,2,-140.28,12,-141.30,10,-144.25
232,1000.00,4786.43,1,3,-113.56,-13.56,47.07,0,11,-110.83,4,-136.41,10,-138.06,2,-142.23,12,-144.65
233,1000.00,4799.50,1,3,-110.58,-10.58,47.07,0,11,-112.94,4,-130.00,10,-137.48,2,-142.11,12,-149.72
234,1000.00,4812.58,1,3,-98.55,1.45,47.07,0,11,-114.72,4,-133.20,10,-135.50,2,-142.89,12,-154.31
235,1000.00,4825.65,1,3,-103.50,-3.50,47.07,0,11,-114.67,10,-137.48,2,-138.52,4,-144.28,12,-151.89
236,1000.00,4838.73,1,3,-104.40,-4.40,47.07,0,11,-119.86,2,-133.45,10,-134.91,12,-144.96,4,-150.64
237,1000.00,4851.80,1,3,-107.77,-7.77,47.07,0,11,-122.98,2,-129.88,10,-132.33,4,-142.71,12,-145.41
238,1000.00,4864.88,1,3,-109.62,-9.62,47.07,0,2,-128.86,11,-131.72,10,-132.47,4,-137.78,12,-146.11
239,1000.00,4877.95,1,3,-113.31,-13.31,47.07,0,2,-125.13,10,-134.21,4,-134.39,11,-144.27,12,-148.26
240,1000.00,4891.03,1,3,-116.38,-16.38,47.07,0,2,-129.26,4,-130.01,11,-130.06,10,-135.81,12,-142.05
241,1000.00,4904.10,1,3,-113.02,-13.02,47.07,0,4,-120.96,11,-135.78,2,-136.79,12,-137.27,10,-138.78
242,1000.00,4917.18,1,3,-109.56,-9.56,47.07,0,4,-128.86,11,-129.66,2,-139.67,12,-141.44,10,-143.89
243,1000.00,4930.25,1,3,-119.05,-19.05,47.07,0,11,-129.37,4,-135.54,12,-143.59,10,-144.65,2,-148.37
244,1000.00,4943.33,1,3,-121.40,-21.40,47.07,0,11,-123.16,4,-126.36,12,-132.06,2,-136.59,10,-143.58
245,1000.00,4956.40,1,4,-122.61,-22.61,47.07,1,12,-125.91,11,-129.81,3,-131.78,2,-138.88,10,-152.01
246,1000.00,4969.48,1,4,-114.12,-14.12,47.07,0,12,-121.78,11,-126.96,2,-128.63,3,-134.11,10,-158.63
247,1000.00,4982.55,1,4,-111.41,-11.41,47.07,0,2,-122.79,12,-125.03,3,-131.76,11,-135.10,10,-149.69
248,1000.00,4995.63,1,4,-105.15,-5.15,47.07,0,12,-127.65,2,-129.09,3,-130.96,11,-139.87,10,-155.62
249,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-125.44,10,-129.14,3,-130.51,5,-142.20,2,-143.03
250,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
251,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
252,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
253,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
254,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
255,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
256,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
257,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
258,1000.00,5000.00,0,4,-100.48,-1.00,0.00,0,11,-108.91,3,-118.94,10,-122.49,5,-128.03,2,-130.23
259,1006.54,5000.00,0,4,-91.96,8.04,23.53,0,11,-112.08,10,-120.13,3,-125.42,2,-131.14,12,-140.20
260,1019.61,5000.00,0,4,-97.22,2.78,47.07,0,10,-111.57,11,-122.90,2,-129.91,3,-132.39,12,-137.04
261,1032.69,5000.00,0,4,-100.37,-0.37,47.07,0,11,-118.31,10,-120.03,3,-127.15,2,-132.80,12,-133.73
262,1045.76,5000.00,0,4,-100.78,-0.78,47.07,0,10,-116.38,11,-118.29,3,-119.63,2,-135.48,12,-135.98
263,1058.84,5000.00,0,4,-105.42,-7.24,47.07,0,10,-102.83,3,-114.46,11,-117.52,12,-135.67,2,-135.95
264,1071.91,5000.00,0,4,-104.36,-4.36,47.07,0,10,-113.71,3,-114.95,11,-122.50,12,-134.96,2,-137.12
265,1084.99,5000.00,0,4,-110.60,-10.60,47.07,0,10,-114.53,3,-123.05,11,-127.95,12,-132.71,2,-135.23
266,1098.06,5000.00,0,4,-118.09,-18.09,47.07,0,10,-116.71,3,-118.20,11,-129.87,12,-130.38,2,-135.34
267,1111.14,5000.00,0,3,-108.93,-8.93,47.07,1,10,-118.60,4,-122.46,12,-123.97,11,-128.09,2,-134.85
268,1124.21,5000.00,0,3,-112.89,-12.89,47.07,0,12,-120.51,4,-120.69,10,-123.92,11,-128.30,2,-140.64
269,1137.29,5000.00,0,3,-107.70,-7.70,47.07,0,12,-126.54,11,-127.58,10,-131.33,4,-131.59,2,-141.43
270,1150.36,5000.00,0,3,-107.70,-7.70,47.07,0,11,-129.60,12,-129.86,4,-134.22,2,-137.59,10,-138.97
271,1163.44,5000.00,0,3,-110.28,-10.28,47.07,0,12,-123.48,11,-131.82,10,-133.33,4,-138.43,2,-139.44
272,1176.51,5000.00,0,3,-99.18,0.82,47.07,0,12,-122.48,10,-124.75,11,-125.38,4,-130.93,2,-143.69
273,1189.59,5000.00,0,3,-107.74,-7.74,47.07,0,12,-120.84,4,-126.82,10,-127.01,11,-131.52,2,-139.46
274,1202.66,5000.00,0,3,-109.91,-9.91,47.07,0,10,-124.05,12,-124.56,4,-124.97,11,-132.19,2,-139.57
275,1215.73,5000.00,0,3,-109.03,-9.77,47.07,0,4,-107.37,10,-120.02,11,-126.18,12,-131.48,2,-138.77
276,1228.81,5000.00,0,3,-106.65,-6.65,47.07,0,10,-114.20,4,-118.24,11,-123.23,12,-136.09,2,-140.61
277,1241.88,5000.00,0,3,-108.22,-8.22,47.07,0,10,-112.39,11,-118.94,4,-120.48,2,-140.16,12,-140.67
278,1254.96,5000.00,0,3,-103.38,-3.38,47.07,0,10,-111.69,4,-112.95,11,-122.28,12,-145.72,2,-147.64
279,1268.03,5000.00,0,3,-111.67,-12.14,47.07,0,4,-109.40,10,-115.52,11,-123.23,2,-141.54,12,-146.41
280,1281.11,5000.00,0,3,-107.55,-7.55,47.07,0,4,-112.41,10,-112.73,11,-126.18,12,-143.37,2,-153.22
281,1294.18,5000.00,0,3,-111.68,-11.68,47.07,0,10,-116.64,4,-119.82,11,-121.46,2,-145.37,12,-147.38
282,1300.00,4992.74,3,4,-112.49,-12.49,47.07,1,11,-115.01,2,-122.61,3,-126.78,10,-129.74,12,-151.98
283,1300.00,4979.67,3,4,-115.75,-15.75,47.07,0,3,-129.18,10,-129.28,11,-133.26,12,-133.33,2,-133.34
284,1300.00,4966.59,3,3,-119.25,-19.25,47.07,1,2,-121.64,4,-122.75,10,-126.21,12,-127.00,11,-134.46
285,1300.00,4953.52,3,3,-114.25,-14.25,47.07,0,12,-117.72,4,-126.56,10,-127.31,2,-127.65,11,-131.10
286,1300.00,4940.44,3,3,-119.83,-19.83,47.07,0,10,-121.68,12,-122.54,4,-127.16,11,-129.72,2,-134.45
287,1300.00,4927.37,3,3,-118.53,-18.53,47.07,0,10,-123.10,4,-123.29,11,-124.12,12,-127.69,2,-136.36
288,1300.00,4914.29,3,3,-119.31,-19.31,47.07,0,4,-123.63,12,-125.01,11,-126.93,10,-127.23,2,-129.63
289,1300.00,4901.22,3,3,-113.82,-13.82,47.07,0,4,-124.10,2,-124.95,10,-125.69,11,-125.81,12,-127.10
290,1300.00,4888.14,3,3,-100.81,-0.81,47.07,0,11,-113.71,2,-120.38,12,-122.06,4,-123.23,10,-132.88
291,1300.00,4875.07,3,3,-104.24,-4.84,47.07,0,11,-108.26,12,-115.64,4,-116.96,2,-120.37,10,-140.99
292,1300.00,4861.99,3,11,-101.28,-2.66,47.07,1,3,-104.28,4,-110.59,12,-116.88,2,-123.38,10,-146.42
293,1300.00,4848.92,3,11,-93.12,5.30,47.07,0,3,-103.59,4,-110.53,12,-117.10,2,-127.26,10,-143.53
294,1300.00,4835.84,3,11,-95.04,2.77,47.07,0,3,-101.85,4,-110.15,12,-120.47,2,-129.74,10,-137.70
295,1300.00,4822.77,3,4,-105.87,-6.83,47.07,1,3,-108.97,11,-111.28,2,-118.28,12,-123.60,10,-139.05
296,1300.00,4809.69,3,11,-103.64,-4.48,47.07,1,4,-106.74,3,-110.82,2,-114.35,12,-122.75,10,-137.64
297,1300.00,4796.62,3,4,-94.31,4.91,47.07,1,3,-107.04,11,-115.76,2,-116.52,12,-124.12,10,-130.33
298,1300.00,4783.54,3,3,-106.57,-7.02,47.07,1,4,-109.62,2,-114.10,11,-124.18,12,-129.38,10,-133.39
299,1300.00,4770.47,3,3,-104.50,-4.96,47.07,0,4,-109.54,11,-118.74,12,-121.97,2,-123.17,10,-128.74
300,1300.00,4757.39,3,3,-96.36,2.93,47.07,0,4,-107.52,11,-110.13,12,-122.56,2,-123.16,10,-124.48
