Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
95,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
96,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
97,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
98,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
99,5789.91,2200.00,69.00,2,45,0.98,NLOS,99.73,-12.78,-66.73,-38.95,4.72,36.34,0,39,-73.94,53,-74.37,46,-75.82,47,-78.13,38,-82.06,48,-84.05
100,5769.72,2200.00,69.00,2,53,0.86,LOS,97.39,-0.89,-76.28,-48.49,-1.93,72.67,1,46,-77.85,47,-78.01,31,-80.24,30,-80.26,38,-81.43,32,-82.31
101,5749.53,2200.00,69.00,2,53,0.86,LOS,97.63,-0.89,-76.52,-48.74,-2.17,72.67,0,46,-77.84,47,-78.01,31,-80.13,30,-80.13,38,-81.19,32,-82.25
102,5729.35,2200.00,69.00,2,45,0.98,NLOS,99.58,-3.94,-75.43,-47.65,-1.15,72.67,1,46,-77.58,38,-79.00,39,-79.33,53,-82.68,61,-84.46,47,-85.12
103,5709.16,2200.00,69.00,2,45,0.98,NLOS,99.74,-3.94,-75.59,-47.80,-1.36,72.67,0,46,-77.59,38,-78.75,39,-79.24,53,-82.91,61,-84.57,25,-85.11
104,5688.97,2200.00,69.00,2,45,0.98,NLOS,99.99,-6.34,-73.44,-45.66,-3.30,72.67,0,46,-72.99,53,-74.97,38,-80.61,30,-82.32,69,-83.26,48,-84.36
