Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
222,7004.65,4700.00,1.50,0,54,0.08,NLOS,115.20,1.61,-96.59,-68.81,5.74,16.75,0,47,-105.44,55,-109.75,61,-111.73,48,-112.00,46,-112.49,60,-113.14,8000.00,3482.76,1.50,1,60,0.03,LOS,101.47,-1.70,-79.55,-51.77,13.69,52.00,0,59,-93.31,65,-100.58,52,-111.24,46,-115.40,66,-115.57,67,-116.13,3800.00,6038.88,1.50,3,30,0.03,NLOS,125.71,-0.72,-104.77,-76.99,-0.51,28.05,0,24,-106.38,23,-109.18,22,-116.53,11,-119.90,3,-120.48,16,-121.40,6127.65,6500.00,1.50,2,43,0.04,NLOS,122.41,-2.16,-100.03,-72.25,0.19,36.73,0,50,-101.36,44,-111.72,42,-112.07,49,-112.78,62,-112.85,51,-113.97,4505.28,3700.00,1.50,0,34,0.03,LOS,101.65,2.96,-84.39,-56.61,12.37,50.53,0,27,-99.27,28,-102.90,33,-104.33,20,-108.83,26,-114.54,46,-115.73
223,7013.96,4700.00,1.50,0,54,0.08,NLOS,114.70,4.05,-98.53,-70.75,5.56,33.51,0,48,-106.63,55,-108.90,47,-116.76,46,-118.00,53,-119.82,42,-121.23,8000.00,3497.21,1.50,1,60,0.03,LOS,101.08,1.28,-82.14,-54.35,14.76,52.00,0,59,-97.42,66,-109.26,53,-112.99,67,-114.77,40,-115.04,65,-115.88,3800.00,6031.09,1.50,3,23,0.06,NLOS,118.65,-6.37,-92.06,-64.28,5.28,28.05,1,30,-97.71,36,-110.98,24,-111.28,29,-112.40,31,-115.02,38,-116.74,6117.44,6500.00,1.50,2,43,0.04,NLOS,122.06,-2.16,-99.68,-71.89,0.80,36.73,0,50,-101.69,44,-111.61,42,-112.02,49,-112.90,62,-112.93,51,-114.02,4519.31,3700.00,1.50,0,34,0.03,LOS,101.37,2.96,-84.11,-56.33,13.10,50.53,0,27,-100.17,28,-102.98,33,-104.06,20,-109.03,26,-114.62,46,-115.61
224,7023.27,4700.00,1.50,0,54,0.08,NLOS,114.19,4.05,-98.02,-70.24,6.17,33.51,0,48,-106.86,55,-108.84,47,-116.90,46,-118.03,53,-119.78,42,-121.32,7988.35,3500.00,1.50,2,60,0.03,LOS,101.00,1.28,-82.06,-54.28,15.04,52.00,0,59,-97.65,66,-109.48,53,-112.73,67,-114.83,40,-114.95,65,-116.06,3800.00,6023.29,1.50,3,23,0.06,NLOS,118.47,-6.37,-91.88,-64.09,5.58,28.05,0,30,-97.84,36,-110.96,24,-111.44,29,-112.26,31,-115.12,38,-116.80,6107.24,6500.00,1.50,2,43,0.05,NLOS,121.69,-2.16,-99.31,-71.53,1.40,36.73,0,50,-102.02,44,-111.50,42,-111.97,62,-113.01,49,-113.02,51,-114.07,4533.35,3700.00,1.50,0,34,0.03,LOS,101.09,4.27,-85.15,-57.37,10.96,50.53,0,27,-96.44,21,-107.65,35,-109.34,20,-115.11,41,-115.94,29,-116.19
225,7032.58,4700.00,1.50,0,54,0.09,NLOS,113.67,4.05,-97.50,-69.72,6.80,33.51,0,48,-107.08,55,-108.78,47,-117.04,46,-118.07,53,-119.75,42,-121.41,7973.90,3500.00,1.50,2,60,0.03,LOS,101.02,2.28,-83.08,-55.30,12.75,52.00,0,59,-96.35,66,-107.06,54,-112.70,58,-112.72,65,-115.18,53,-116.87,3800.00,6015.50,1.50,3,23,0.06,NLOS,118.29,-6.37,-91.70,-63.92,5.88,28.05,0,30,-97.97,36,-110.95,24,-111.60,29,-112.12,31,-115.22,38,-116.85,6097.04,6500.00,1.50,2,43,0.05,NLOS,121.32,-5.25,-95.85,-68.07,5.33,36.73,0,42,-103.65,50,-108.35,57,-108.36,44,-109.21,29,-111.44,49,-113.21,4547.39,3700.00,1.50,0,34,0.03,LOS,100.81,4.27,-84.87,-57.09,11.98,50.53,0,27,-97.26,21,-107.85,35,-109.29,20,-115.30,41,-115.81,33,-116.14
226,7041.89,4700.00,1.50,0,54,0.09,NLOS,113.14,-3.59,-89.33,-61.55,7.66,33.51,0,48,-98.07,61,-106.83,47,-107.73,53,-115.31,56,-115.34,28,-117.82,7959.46,3500.00,1.50,2,60,0.03,LOS,101.04,2.28,-83.10,-55.32,12.88,52.00,0,59,-96.49,66,-107.35,54,-112.59,58,-112.73,65,-115.36,53,-116.56,3800.00,6007.71,1.50,3,23,0.06,NLOS,118.12,-6.37,-91.53,-63.74,6.17,28.05,0,30,-98.10,36,-110.93,24,-111.76,29,-111.98,31,-115.32,38,-116.90,6086.83,6500.00,1.50,2,43,0.05,NLOS,120.95,-5.25,-95.48,-67.70,5.73,36.73,0,42,-103.60,57,-108.47,50,-108.67,44,-109.10,29,-111.37,49,-113.33,4561.42,3700.00,1.50,0,34,0.03,LOS,100.53,3.30,-83.61,-55.83,12.81,50.53,0,27,-97.26,33,-105.22,32,-107.29,35,-114.43,40,-114.74,28,-116.71
227,7051.19,4700.00,1.50,0,54,0.10,NLOS,112.60,-3.59,-88.79,-61.01,8.37,33.51,0,48,-98.29,61,-106.67,47,-107.87,53,-115.28,56,-115.33,28,-117.88,7945.02,3500.00,1.50,2,60,0.03,LOS,101.07,0.14,-80.99,-53.21,13.78,52.00,0,59,-95.18,66,-106.22,65,-110.63,52,-112.55,53,-113.80,46,-115.04,3800.00,5999.91,1.50,3,23,0.06,NLOS,117.95,-1.65,-96.09,-68.31,4.44,28.05,0,30,-103.14,24,-107.77,17,-109.73,36,-109.89,22,-113.47,31,-113.71,6076.63,6500.00,1.50,2,43,0.05,NLOS,120.57,-5.25,-95.10,-67.32,6.13,36.73,0,42,-103.56,57,-108.58,50,-108.98,44,-109.00,29,-111.30,49,-113.46,4575.46,3700.00,1.50,0,34,0.03,LOS,100.25,3.30,-83.33,-55.55,13.65,50.53,0,27,-98.00,33,-104.95,32,-107.23,35,-114.38,40,-114.54,28,-116.80
228,7060.50,4700.00,1.50,0,54,0.10,NLOS,112.06,-3.59,-88.25,-60.46,9.08,33.51,0,48,-98.51,61,-106.52,47,-108.01,53,-115.25,56,-115.31,60,-117.76,7930.57,3500.00,1.50,2,60,0.03,LOS,101.11,0.14,-81.03,-53.25,14.00,52.00,0,59,-95.44,66,-106.51,65,-110.81,52,-112.37,53,-113.47,46,-114.88,3800.00,5992.12,1.50,3,23,0.06,NLOS,117.79,-1.65,-95.93,-68.15,4.69,28.05,0,30,-103.28,24,-107.93,17,-109.76,36,-109.87,22,-113.34,31,-113.81,6066.43,6500.00,1.50,2,43,0.05,NLOS,120.18,-6.20,-93.76,-65.98,6.82,36.73,0,50,-103.66,44,-105.43,49,-111.83,36,-114.71,42,-115.20,37,-116.30,4589.50,3700.00,1.50,0,34,0.03,LOS,99.97,3.43,-83.18,-55.40,2.15,50.53,0,27,-85.44,33,-102.01,21,-106.66,28,-113.67,40,-113.82,15,-114.05
229,7069.81,4700.00,1.50,0,54,0.11,NLOS,111.50,14.63,-105.91,-78.13,-5.50,33.51,0,47,-103.42,48,-106.51,55,-106.88,68,-108.87,41,-114.27,67,-116.21,7916.13,3500.00,1.50,2,59,0.09,NLOS,113.13,-7.21,-85.70,-57.91,3.01,52.00,1,60,-88.95,53,-102.00,52,-111.67,58,-117.88,45,-118.99,65,-119.18,3800.00,5984.33,1.50,3,23,0.06,NLOS,117.64,-1.65,-95.77,-67.99,4.94,28.05,0,30,-103.42,24,-108.08,17,-109.79,36,-109.86,22,-113.22,29,-113.74,6056.22,6500.00,1.50,2,43,0.05,NLOS,119.79,-6.20,-93.37,-65.59,7.32,36.73,0,50,-103.97,44,-105.33,49,-111.95,36,-114.59,42,-115.16,37,-116.15,4603.53,3700.00,1.50,0,34,0.03,LOS,99.69,3.43,-82.90,-55.12,3.09,50.53,0,27,-86.13,33,-101.73,21,-106.85,40,-113.61,28,-113.77,15,-114.16
230,7079.12,4700.00,1.50,0,54,0.11,NLOS,110.93,14.63,-105.35,-77.57,-4.83,33.51,0,47,-103.56,48,-106.73,55,-106.83,68,-108.79,41,-114.38,67,-116.11,7901.68,3500.00,1.50,2,59,0.09,NLOS,113.48,-7.21,-86.05,-58.27,2.68,52.00,0,60,-89.00,53,-101.66,52,-111.48,58,-117.90,45,-118.88,65,-119.36,3800.00,5976.54,1.50,3,23,0.06,NLOS,117.49,-1.65,-95.63,-67.85,5.17,28.05,0,30,-103.56,24,-108.23,17,-109.83,36,-109.85,22,-113.10,29,-113.60,6046.02,6500.00,1.50,2,43,0.05,NLOS,119.39,-6.20,-92.97,-65.19,7.82,36.73,0,50,-104.27,44,-105.23,49,-112.08,36,-114.47,42,-115.12,37,-115.99,4617.57,3700.00,1.50,0,34,0.03,LOS,99.41,-1.18,-78.02,-50.24,14.02,50.53,0,27,-92.61,33,-101.80,28,-110.42,19,-111.22,20,-112.92,26,-121.58
231,7088.43,4700.00,1.50,0,54,0.12,NLOS,110.36,14.63,-104.78,-77.00,-4.15,33.51,0,47,-103.70,55,-106.79,48,-106.94,68,-108.71,41,-114.50,67,-116.02,7887.24,3500.00,1.50,2,60,0.03,LOS,101.27,-1.63,-79.42,-51.64,7.85,52.00,1,59,-87.35,52,-104.62,53,-106.11,67,-115.39,54,-116.20,66,-117.66,3800.00,5968.74,1.50,3,23,0.06,NLOS,117.35,-0.99,-96.15,-68.36,3.64,28.05,0,30,-102.49,24,-105.00,17,-109.11,36,-112.93,22,-116.58,28,-117.12,6035.82,6500.00,1.50,2,43,0.06,NLOS,118.99,1.96,-100.73,-72.95,-1.54,36.73,0,50,-99.71,42,-111.38,37,-114.77,54,-115.00,49,-116.46,47,-118.22,4631.61,3700.00,1.50,0,34,0.03,LOS,99.13,-1.18,-77.74,-49.96,14.82,50.53,0,27,-93.25,33,-101.53,28,-110.52,19,-111.31,20,-113.10,26,-121.68
232,7097.73,4700.00,1.50,0,54,0.13,NLOS,109.78,-7.53,-82.03,-54.25,14.86,33.51,0,47,-97.11,62,-105.17,59,-114.59,60,-114.71,55,-115.78,57,-116.22,7872.80,3500.00,1.50,2,60,0.03,LOS,101.34,-1.63,-79.50,-51.71,8.19,52.00,0,59,-87.78,52,-104.43,53,-105.76,67,-115.50,54,-116.10,66,-117.93,3800.00,5960.95,1.50,3,23,0.06,NLOS,117.22,-0.99,-96.02,-68.23,3.89,28.05,0,30,-102.63,24,-105.14,17,-109.15,36,-112.92,22,-116.46,28,-117.04,6025.62,6500.00,1.50,2,43,0.06,NLOS,118.59,1.96,-100.32,-72.54,-0.88,36.73,0,50,-100.01,42,-111.34,37,-114.61,54,-115.04,49,-116.59,35,-118.19,4645.65,3700.00,1.50,0,34,0.03,LOS,98.86,-1.04,-77.60,-49.82,28.13,50.53,0,27,-106.94,20,-114.49,33,-114.77,26,-115.22,32,-116.87,22,-117.54
233,7107.04,4700.00,1.50,0,54,0.13,NLOS,109.20,-7.53,-81.45,-53.67,15.57,33.51,0,47,-97.25,62,-105.11,59,-114.54,60,-114.58,55,-115.74,57,-116.22,7858.35,3500.00,1.50,2,60,0.03,LOS,101.42,-3.76,-77.44,-49.66,20.22,52.00,0,59,-98.06,52,-109.87,53,-110.62,58,-110.79,54,-114.62,65,-115.75,3800.00,5953.16,1.50,3,23,0.06,NLOS,117.10,-0.99,-95.89,-68.11,4.13,28.05,0,30,-102.77,24,-105.29,17,-109.19,36,-112.91,22,-116.33,28,-116.95,6015.41,6500.00,1.50,2,43,0.06,NLOS,118.18,1.96,-99.91,-72.13,-0.22,36.73,0,50,-100.30,42,-111.30,37,-114.45,54,-115.08,49,-116.72,35,-118.14,4659.68,3700.00,1.50,0,34,0.03,LOS,98.58,-1.04,-77.32,-49.54,28.78,50.53,0,27,-107.53,33,-114.50,20,-114.67,26,-115.32,32,-116.83,40,-117.39
234,7116.35,4700.00,1.50,0,54,0.14,NLOS,108.62,-7.53,-80.86,-53.08,16.29,33.51,0,47,-97.39,62,-105.04,60,-114.45,59,-114.49,55,-115.70,57,-116.21,7843.91,3500.00,1.50,2,60,0.03,LOS,101.51,-3.76,-77.53,-49.75,20.54,52.00,0,59,-98.54,52,-109.69,53,-110.26,58,-110.82,54,-114.52,65,-115.93,3800.00,5945.36,1.50,3,23,0.06,NLOS,116.99,-0.99,-95.78,-68.00,4.36,28.05,0,30,-102.91,24,-105.44,17,-109.22,36,-112.91,22,-116.21,28,-116.87,6005.21,6500.00,1.50,2,43,0.06,NLOS,117.76,-7.40,-90.14,-62.36,2.26,36.73,0,50,-92.75,44,-105.57,49,-110.37,64,-113.38,37,-113.73,36,-117.13,4673.72,3700.00,1.50,0,34,0.03,LOS,98.31,3.01,-81.11,-53.32,12.04,50.53,0,27,-93.39,33,-109.14,28,-109.50,39,-114.72,32,-115.66,41,-115.88
235,7125.66,4700.00,1.50,0,54,0.15,NLOS,108.03,0.68,-88.49,-60.71,12.48,33.51,0,48,-104.96,55,-106.09,47,-107.85,41,-111.79,61,-114.82,53,-116.72,7829.47,3500.00,1.50,2,60,0.03,LOS,101.61,1.29,-82.68,-54.90,17.58,52.00,0,52,-101.98,59,-103.43,53,-104.39,54,-112.00,66,-114.13,58,-116.01,3800.00,5937.57,1.50,3,23,0.07,NLOS,116.89,-10.70,-85.96,-58.18,17.84,28.05,0,29,-107.10,30,-108.19,28,-109.66,16,-112.61,35,-115.98,37,-116.48,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4687.76,3700.00,1.50,0,34,0.03,LOS,98.05,3.01,-80.84,-53.06,12.82,50.53,0,27,-93.94,33,-108.88,28,-109.61,39,-114.59,32,-115.61,41,-115.74
236,7134.97,4700.00,1.50,0,54,0.16,NLOS,107.45,0.68,-87.91,-60.13,13.15,33.51,0,48,-105.16,55,-106.06,47,-107.99,41,-111.90,61,-114.66,53,-116.70,7815.02,3500.00,1.50,2,60,0.03,LOS,101.71,1.29,-82.78,-55.00,17.56,52.00,0,52,-101.79,59,-103.94,53,-104.01,54,-111.90,66,-114.38,58,-116.04,3800.00,5929.78,1.50,3,23,0.07,NLOS,116.79,-10.70,-85.87,-58.09,17.91,28.05,0,29,-106.96,30,-108.33,28,-109.57,16,-112.56,35,-115.92,37,-116.53,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4701.79,3700.00,1.50,0,34,0.03,LOS,97.78,0.96,-78.53,-50.74,20.78,50.53,0,33,-101.13,27,-105.31,28,-110.38,26,-113.87,20,-114.73,32,-117.63
237,7144.27,4700.00,1.50,0,54,0.17,NLOS,106.88,0.68,-87.34,-59.56,13.81,33.51,0,48,-105.36,55,-106.02,47,-108.13,41,-112.01,61,-114.49,53,-116.69,7800.58,3500.00,1.50,2,60,0.03,LOS,101.82,0.08,-81.68,-53.90,12.18,52.00,0,59,-93.99,52,-109.52,47,-112.12,53,-113.06,54,-113.63,58,-118.35,3800.00,5921.99,1.50,3,23,0.07,NLOS,116.71,-10.70,-85.79,-58.00,17.97,28.05,0,29,-106.81,30,-108.47,28,-109.48,16,-112.51,35,-115.87,37,-116.58,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4715.83,3700.00,1.50,0,34,0.03,LOS,97.52,0.96,-78.27,-50.48,21.00,50.53,0,33,-100.88,27,-105.83,28,-110.49,26,-113.98,20,-114.90,32,-117.59
238,7153.58,4700.00,1.50,0,54,0.18,NLOS,106.32,1.81,-87.91,-60.13,15.61,33.51,0,55,-106.35,61,-110.68,47,-110.80,41,-113.00,60,-116.67,65,-117.10,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5914.19,1.50,3,23,0.07,NLOS,116.63,-10.70,-85.71,-57.93,18.01,28.05,0,29,-106.67,30,-108.62,28,-109.39,16,-112.46,35,-115.82,37,-116.63,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4729.87,3700.00,1.50,0,34,0.04,LOS,97.27,3.24,-80.29,-52.51,21.00,50.53,0,27,-103.96,33,-106.71,40,-110.77,26,-114.07,28,-114.98,46,-117.62
239,7162.89,4700.00,1.50,0,54,0.18,NLOS,105.77,1.81,-87.36,-59.58,16.13,33.51,0,55,-106.33,61,-110.51,47,-110.94,41,-113.11,60,-116.54,65,-117.05,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5906.40,1.50,3,23,0.07,NLOS,116.57,0.39,-96.75,-68.96,3.40,28.05,0,30,-101.59,29,-107.97,22,-110.41,31,-116.30,35,-118.66,11,-118.93,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4743.90,3700.00,1.50,0,34,0.04,LOS,97.02,3.24,-80.05,-52.26,21.40,50.53,0,27,-104.45,33,-106.46,40,-110.54,26,-114.19,28,-115.09,46,-117.49
240,7172.20,4700.00,1.50,0,54,0.19,NLOS,105.25,1.81,-86.84,-59.06,16.62,33.51,0,55,-106.30,61,-110.34,47,-111.08,41,-113.22,60,-116.41,65,-117.01,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4757.94,3700.00,1.50,0,34,0.04,LOS,96.78,-0.09,-76.47,-48.68,21.30,50.53,0,33,-98.58,27,-106.99,39,-109.72,40,-114.39,41,-116.61,46,-117.35
241,7181.51,4700.00,1.50,0,54,0.20,NLOS,104.77,5.54,-90.09,-62.31,13.83,33.51,0,48,-108.25,53,-110.37,55,-112.65,61,-113.31,47,-114.15,60,-117.03,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4771.98,3700.00,1.50,0,34,0.04,LOS,96.54,-0.09,-76.23,-48.45,21.38,50.53,0,33,-98.35,27,-107.45,39,-109.59,40,-114.15,41,-116.48,46,-117.22
242,7190.81,4700.00,1.50,0,54,0.21,NLOS,104.31,5.54,-89.64,-61.85,14.33,33.51,0,48,-108.44,53,-110.36,55,-112.63,61,-113.14,47,-114.29,60,-116.90,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4786.01,3700.00,1.50,0,34,0.04,LOS,96.32,5.27,-81.37,-53.59,24.81,50.53,0,33,-109.26,27,-111.00,26,-115.68,41,-116.02,21,-116.33,19,-116.34
243,7200.00,4700.12,1.50,1,54,0.22,NLOS,103.93,5.54,-89.25,-61.47,14.76,33.51,0,48,-108.63,53,-110.36,55,-112.61,61,-112.97,47,-114.42,60,-116.77,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4800.00,3700.05,1.50,1,34,0.04,LOS,96.10,5.27,-81.15,-53.37,25.04,50.53,0,33,-109.05,27,-111.43,26,-115.80,41,-115.88,19,-116.43,21,-116.49
244,7200.00,4709.43,1.50,1,54,0.20,NLOS,104.91,-9.46,-75.24,-47.46,29.97,33.51,0,48,-109.16,60,-110.57,53,-113.22,49,-114.90,61,-116.78,57,-118.09,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6500.00,1.50,3,43,0.06,NLOS,117.55,-7.40,-89.93,-62.15,2.61,0.00,0,50,-92.90,44,-105.52,49,-110.44,64,-113.42,37,-113.65,36,-117.07,4800.00,3714.09,1.50,1,34,0.04,LOS,95.63,1.27,-76.68,-48.90,25.54,50.53,0,27,-103.96,26,-108.78,21,-109.39,33,-109.74,40,-112.00,39,-112.06
245,7200.00,4718.74,1.50,1,54,0.18,NLOS,105.86,-9.46,-76.18,-48.40,29.04,33.51,0,48,-109.08,60,-110.66,53,-113.38,49,-114.80,61,-116.71,57,-118.03,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6494.90,1.50,3,43,0.06,NLOS,117.38,-7.40,-89.76,-61.98,2.84,18.37,0,50,-92.96,44,-105.64,49,-110.36,64,-113.44,37,-113.67,36,-117.03,4800.00,3728.12,1.50,1,34,0.04,LOS,95.15,1.27,-76.20,-48.42,26.10,50.53,0,27,-103.98,26,-108.97,21,-109.34,33,-110.18,40,-112.01,39,-112.18
246,7200.00,4728.05,1.50,1,54,0.17,NLOS,106.75,-9.46,-77.08,-49.30,28.16,33.51,0,48,-109.00,60,-110.76,53,-113.53,49,-114.70,61,-116.65,57,-117.96,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6484.70,1.50,3,43,0.06,NLOS,117.05,-7.40,-89.43,-61.65,3.31,36.73,0,50,-93.10,44,-105.86,49,-110.19,64,-113.47,37,-113.71,36,-116.95,4800.00,3742.16,1.50,1,34,0.04,LOS,94.67,3.00,-77.44,-49.66,20.93,50.53,0,33,-101.45,41,-104.11,27,-107.65,40,-110.19,28,-111.55,26,-112.55
247,7200.00,4737.35,1.50,1,54,0.16,NLOS,107.61,3.86,-91.25,-63.47,10.82,33.51,0,61,-103.18,48,-110.45,67,-113.42,42,-116.91,55,-117.60,60,-117.91,7800.00,3500.00,1.50,0,60,0.03,LOS,101.82,0.08,-81.69,-53.90,12.19,0.00,0,59,-94.01,52,-109.51,47,-112.11,53,-113.05,54,-113.63,58,-118.35,3800.00,5900.00,1.50,0,23,0.07,NLOS,116.53,0.39,-96.70,-68.92,3.50,0.00,0,30,-101.71,29,-107.85,22,-110.30,31,-116.38,35,-118.62,11,-118.96,6000.00,6474.49,1.50,3,43,0.07,NLOS,116.72,0.64,-97.14,-69.36,11.35,36.73,0,44,-111.85,56,-115.67,37,-116.94,50,-117.43,42,-118.00,49,-118.64,4800.00,3756.20,1.50,1,34,0.04,LOS,94.17,3.00,-76.95,-49.16,21.59,50.53,0,33,-101.87,41,-103.99,27,-107.69,40,-110.20,28,-111.35,26,-112.74
