Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
73,7200.00,4900.00,1.50,0,54,0.06,NLOS,118.37,-4.27,-93.88,-66.10,5.85,0.00,0,55,-100.25,63,-113.37,47,-113.78,48,-114.01,61,-115.92,50,-116.08,7600.00,4022.77,1.50,1,60,0.04,LOS,93.66,-5.07,-68.38,-40.59,30.34,52.00,0,53,-102.12,54,-103.21,66,-106.93,59,-114.32,47,-114.88,46,-115.29,3576.68,6100.00,1.50,0,23,0.09,NLOS,113.09,-16.58,-76.30,-48.51,27.75,28.05,0,30,-105.23,18,-110.78,22,-114.78,24,-114.94,5,-116.54,29,-117.74,5800.00,6243.88,1.50,3,43,0.47,NLOS,93.52,6.69,-79.99,-52.21,28.78,36.73,0,37,-112.13,56,-114.00,50,-116.13,30,-117.62,42,-118.57,36,-119.89,4400.00,4061.27,1.50,3,34,0.03,LOS,100.17,-3.70,-76.25,-48.47,10.66,50.53,0,27,-87.12,28,-100.41,21,-113.18,33,-118.31,26,-118.56,35,-119.09
74,7204.65,4900.00,1.50,0,54,0.06,NLOS,118.34,-4.27,-93.85,-66.07,5.87,16.75,0,55,-100.24,63,-113.35,47,-113.83,48,-114.12,61,-115.82,50,-116.09,7600.00,4037.22,1.50,1,60,0.05,LOS,93.51,-5.07,-68.22,-40.44,30.55,52.00,0,53,-102.47,54,-102.89,66,-106.98,59,-114.58,47,-114.86,46,-115.39,3584.47,6100.00,1.50,0,23,0.09,NLOS,113.26,-16.58,-76.47,-48.69,27.44,28.05,0,30,-105.05,18,-110.84,22,-114.79,24,-114.97,5,-116.59,29,-117.64,5800.00,6233.68,1.50,3,43,0.43,NLOS,95.08,6.69,-81.55,-53.77,27.26,36.73,0,37,-112.23,56,-114.00,50,-116.25,30,-117.63,42,-118.36,36,-119.81,4400.00,4047.23,1.50,3,34,0.03,LOS,100.23,-0.03,-79.98,-52.20,16.74,50.53,0,27,-96.99,21,-101.81,28,-110.11,29,-110.79,26,-118.82,53,-119.11
75,7213.96,4900.00,1.50,0,54,0.06,NLOS,118.28,-4.27,-93.79,-66.01,5.92,33.51,0,55,-100.21,63,-113.32,47,-113.93,48,-114.34,61,-115.62,50,-116.12,7600.00,4051.66,1.50,1,60,0.05,LOS,93.38,2.85,-76.01,-48.22,20.95,52.00,0,53,-97.16,65,-108.86,54,-112.88,47,-114.69,48,-115.91,61,-116.47,3592.26,6100.00,1.50,0,23,0.09,NLOS,113.45,-16.58,-76.65,-48.87,27.11,28.05,0,30,-104.86,18,-110.90,22,-114.80,24,-114.99,5,-116.64,29,-117.54,5800.00,6223.48,1.50,3,43,0.39,NLOS,96.60,6.69,-83.07,-55.29,25.77,36.73,0,37,-112.33,56,-114.01,50,-116.37,30,-117.63,42,-118.14,36,-119.73,4400.00,4033.20,1.50,3,34,0.03,LOS,100.29,-0.03,-80.04,-52.26,16.15,50.53,0,27,-96.41,21,-101.83,28,-110.53,29,-110.96,26,-118.63,53,-119.10
76,7223.27,4900.00,1.50,0,54,0.06,NLOS,118.23,-8.57,-89.45,-61.67,7.48,33.51,0,48,-98.02,55,-105.72,61,-107.96,56,-115.12,49,-117.37,53,-119.73,7600.00,4066.11,1.50,1,60,0.05,LOS,93.26,2.85,-75.89,-48.11,21.39,52.00,0,53,-97.51,65,-108.96,54,-112.55,47,-114.67,48,-115.80,61,-116.25,3600.00,6099.94,1.50,3,23,0.09,NLOS,113.64,-9.57,-83.85,-56.07,22.18,28.05,0,16,-109.19,31,-110.40,24,-112.82,29,-115.17,17,-117.68,30,-117.70,5800.00,6213.27,1.50,3,43,0.35,NLOS,98.06,-6.47,-71.37,-43.59,26.83,36.73,0,49,-99.44,44,-108.19,37,-108.28,47,-114.98,42,-115.68,50,-116.34,4400.00,4019.16,1.50,3,34,0.03,LOS,100.36,2.08,-82.22,-54.44,10.24,50.53,0,27,-92.64,41,-108.38,28,-115.06,33,-115.77,22,-119.54,23,-121.05
77,7232.58,4900.00,1.50,0,54,0.06,NLOS,118.20,-8.57,-89.42,-61.64,7.66,33.51,0,48,-98.23,55,-105.71,61,-107.75,56,-115.11,49,-117.45,53,-119.73,7600.00,4080.55,1.50,1,60,0.05,LOS,93.17,-7.68,-65.27,-37.49,34.35,52.00,0,53,-101.07,59,-109.64,54,-109.96,61,-111.56,52,-112.83,49,-116.61,3600.00,6092.15,1.50,3,23,0.09,NLOS,113.16,-9.57,-83.37,-55.59,22.65,28.05,0,16,-109.12,31,-110.49,24,-113.02,29,-115.07,17,-117.71,30,-117.76,5800.00,6203.07,1.50,3,43,0.32,NLOS,99.45,-6.47,-72.76,-44.98,25.39,36.73,0,49,-99.34,44,-108.37,37,-108.38,47,-114.91,42,-115.45,50,-116.46,4400.00,4005.12,1.50,3,34,0.03,LOS,100.44,2.08,-82.30,-54.52,9.57,50.53,0,27,-92.02,41,-108.44,28,-115.46,33,-115.58,22,-119.67,40,-121.07
78,7241.89,4900.00,1.50,0,54,0.06,NLOS,118.19,-8.57,-89.40,-61.62,7.81,33.51,0,48,-98.44,55,-105.70,61,-107.55,56,-115.11,49,-117.53,53,-119.73,7600.00,4094.99,1.50,1,60,0.05,LOS,93.10,-7.68,-65.20,-37.42,34.64,52.00,0,53,-101.42,54,-109.62,59,-109.88,61,-111.33,52,-113.01,49,-116.51,3600.00,6084.36,1.50,3,23,0.10,NLOS,112.67,-9.57,-82.88,-55.10,23.14,28.05,0,16,-109.04,31,-110.58,24,-113.22,29,-114.97,17,-117.75,30,-117.82,5800.00,6192.87,1.50,3,43,0.28,NLOS,100.77,-6.47,-74.08,-46.30,24.02,36.73,0,49,-99.25,37,-108.48,44,-108.54,47,-114.83,42,-115.23,35,-116.49,4400.00,3991.09,1.50,3,34,0.03,LOS,100.52,2.00,-82.31,-54.53,12.07,50.53,0,27,-95.09,28,-103.28,33,-111.82,21,-112.55,32,-115.42,26,-116.27
79,7251.19,4900.00,1.50,0,54,0.06,NLOS,118.18,6.62,-104.58,-76.80,-3.88,33.51,0,55,-101.70,61,-111.68,48,-113.32,47,-114.09,66,-116.68,49,-119.35,7600.00,4090.56,1.50,3,60,0.05,LOS,93.12,-7.68,-65.22,-37.44,34.55,52.00,0,53,-101.31,54,-109.73,59,-109.81,61,-111.40,52,-112.96,49,-116.54,3600.00,6076.56,1.50,3,23,0.10,NLOS,112.17,-9.57,-82.38,-54.60,23.63,28.05,0,16,-108.97,31,-110.67,24,-113.42,29,-114.87,17,-117.79,30,-117.88,5800.00,6182.67,1.50,3,43,0.26,NLOS,102.02,3.32,-85.12,-57.34,18.12,36.73,0,49,-104.81,50,-111.70,42,-114.59,48,-115.86,44,-116.67,30,-119.56,4400.00,3977.05,1.50,3,34,0.03,LOS,100.62,2.00,-82.40,-54.62,11.45,50.53,0,27,-94.44,28,-103.66,33,-111.63,21,-112.59,32,-115.29,26,-116.06
80,7260.50,4900.00,1.50,0,54,0.06,NLOS,118.19,6.62,-104.59,-76.81,-3.89,33.51,0,55,-101.71,61,-111.47,48,-113.52,47,-114.20,66,-116.62,49,-119.43,7600.00,4076.12,1.50,3,60,0.05,LOS,93.20,3.96,-76.94,-49.16,31.05,52.00,0,53,-110.56,52,-115.02,59,-116.60,55,-116.87,61,-117.46,68,-118.04,3600.00,6068.77,1.50,3,23,0.11,NLOS,111.66,-4.59,-86.85,-59.06,14.68,28.05,0,24,-102.40,31,-111.12,22,-112.45,17,-114.59,37,-115.70,10,-116.86,5800.00,6172.46,1.50,3,43,0.23,NLOS,103.20,3.32,-86.31,-58.52,16.88,36.73,0,49,-104.72,50,-111.82,42,-114.36,48,-115.76,44,-116.85,30,-119.57,4400.00,3963.01,1.50,3,34,0.03,LOS,100.72,-3.86,-76.65,-48.87,19.55,50.53,0,27,-96.42,21,-109.37,26,-112.55,33,-113.52,28,-114.56,20,-116.88
81,7269.81,4900.00,1.50,0,54,0.06,NLOS,118.21,6.62,-104.61,-76.83,-3.91,33.51,0,55,-101.71,61,-111.26,48,-113.73,47,-114.30,66,-116.56,62,-119.36,7600.00,4061.68,1.50,3,60,0.05,LOS,93.30,3.96,-77.04,-49.26,30.77,52.00,0,53,-110.21,52,-114.83,59,-116.36,55,-117.04,61,-117.68,68,-118.15,3600.00,6060.98,1.50,3,23,0.11,NLOS,111.13,-4.59,-86.32,-58.54,15.35,28.05,0,24,-102.59,31,-111.21,22,-112.32,17,-114.63,37,-115.74,10,-116.85,5800.00,6162.26,1.50,3,43,0.21,NLOS,104.32,3.32,-87.42,-59.64,15.70,36.73,0,49,-104.63,50,-111.94,42,-114.12,48,-115.65,44,-117.02,30,-119.58,4400.00,3948.98,1.50,3,34,0.03,LOS,100.83,-3.86,-76.76,-48.98,18.78,50.53,0,27,-95.73,21,-109.42,26,-112.35,33,-113.32,28,-114.92,20,-116.75
82,7279.12,4900.00,1.50,0,54,0.06,NLOS,118.24,-5.23,-92.80,-65.01,0.32,33.51,0,48,-94.83,55,-98.72,61,-108.42,60,-113.20,53,-114.40,47,-117.49,7600.00,4047.23,1.50,3,60,0.05,LOS,93.42,-0.94,-72.26,-44.48,28.25,52.00,0,54,-101.86,59,-107.05,47,-113.24,53,-117.34,61,-118.96,52,-119.69,3600.00,6053.19,1.50,3,23,0.12,NLOS,110.59,-4.59,-85.78,-58.00,16.03,28.05,0,24,-102.78,31,-111.30,22,-112.20,17,-114.67,37,-115.78,10,-116.84,5800.00,6152.06,1.50,3,43,0.19,NLOS,105.38,-0.33,-84.83,-57.04,18.02,36.73,0,49,-106.83,36,-108.68,44,-109.15,42,-115.79,55,-116.38,50,-118.80,4400.00,3934.94,1.50,3,34,0.03,LOS,100.95,2.36,-83.10,-55.32,4.22,50.53,0,27,-87.89,28,-96.53,15,-110.74,41,-113.59,21,-113.94,33,-116.27
83,7288.43,4900.00,1.50,0,54,0.06,NLOS,118.29,-5.23,-92.84,-65.06,0.40,33.51,0,48,-95.03,55,-98.74,61,-108.20,60,-113.09,53,-114.41,47,-117.59,7600.00,4032.79,1.50,3,60,0.04,LOS,93.56,-0.94,-72.40,-44.62,28.28,52.00,0,54,-102.18,59,-106.80,47,-113.26,53,-116.99,61,-119.17,52,-119.50,3600.00,6045.39,1.50,3,23,0.12,NLOS,110.04,-4.59,-85.23,-57.45,16.72,28.05,0,24,-102.97,31,-111.39,22,-112.08,17,-114.71,37,-115.82,29,-116.74,5800.00,6141.85,1.50,3,43,0.17,NLOS,106.38,-0.33,-85.83,-58.05,17.00,36.73,0,49,-106.75,36,-108.61,44,-109.32,42,-115.55,55,-116.33,50,-118.93,4400.00,3920.90,1.50,3,34,0.03,LOS,101.08,2.36,-83.22,-55.44,3.48,50.53,0,27,-87.16,28,-96.88,15,-110.79,41,-113.66,21,-113.99,33,-116.07
84,7297.73,4900.00,1.50,0,54,0.06,NLOS,118.35,-5.23,-92.90,-65.12,0.47,33.51,0,48,-95.23,55,-98.76,61,-107.99,60,-112.99,53,-114.41,47,-117.70,7600.00,4018.34,1.50,3,60,0.04,LOS,93.71,3.06,-76.56,-48.77,27.46,52.00,0,53,-108.78,54,-109.51,47,-109.86,66,-110.24,59,-115.53,46,-115.80,3600.00,6037.60,1.50,3,23,0.13,NLOS,109.48,-2.95,-86.31,-58.53,16.10,28.05,0,29,-104.08,30,-110.81,31,-111.88,16,-113.78,24,-115.51,34,-115.72,5800.00,6131.65,1.50,3,43,0.16,NLOS,107.34,-0.33,-86.79,-59.01,16.02,36.73,0,49,-106.67,36,-108.55,44,-109.49,42,-115.30,55,-116.28,50,-119.05,4400.00,3906.87,1.50,3,34,0.03,LOS,101.21,0.19,-81.18,-53.40,6.36,50.53,0,27,-87.88,28,-101.03,35,-104.46,33,-108.27,29,-110.08,21,-117.64
85,7307.04,4900.00,1.50,0,54,0.06,NLOS,118.42,3.65,-101.85,-74.07,-1.60,33.51,0,55,-101.23,61,-111.10,47,-114.64,48,-115.00,60,-115.47,62,-117.26,7600.00,4003.90,1.50,3,60,0.04,LOS,93.89,3.06,-76.73,-48.95,27.23,52.00,0,53,-108.44,54,-109.83,47,-109.89,66,-110.19,59,-115.27,46,-115.70,3600.00,6029.81,1.50,3,23,0.14,NLOS,108.91,-2.95,-85.74,-57.95,16.61,28.05,0,29,-103.98,30,-110.88,31,-111.97,16,-113.70,34,-115.68,24,-115.70,5800.00,6121.45,1.50,3,43,0.15,NLOS,108.25,-2.37,-85.66,-57.88,20.93,36.73,0,36,-110.64,44,-111.40,51,-116.36,50,-116.48,38,-117.23,37,-118.71,4400.00,3892.83,1.50,3,34,0.03,LOS,101.35,0.19,-81.32,-53.54,5.53,50.53,0,27,-87.12,28,-101.37,35,-104.63,33,-108.07,29,-110.23,21,-117.70
86,7316.35,4900.00,1.50,0,54,0.06,NLOS,118.51,3.65,-101.94,-74.16,-1.67,33.51,0,55,-101.27,61,-110.88,47,-114.74,48,-115.19,60,-115.37,62,-117.18,7600.00,3989.46,1.50,3,60,0.04,LOS,94.08,-3.61,-70.25,-42.47,32.24,52.00,0,54,-104.99,53,-109.48,61,-110.04,47,-112.75,52,-113.84,66,-117.93,3600.00,6022.01,1.50,3,23,0.14,NLOS,108.32,-2.95,-85.15,-57.37,17.14,28.05,0,29,-103.87,30,-110.95,31,-112.06,16,-113.63,34,-115.63,24,-115.88,5800.00,6111.24,1.50,3,43,0.13,NLOS,109.12,-2.37,-86.53,-58.75,20.09,36.73,0,36,-110.58,44,-111.56,51,-116.46,50,-116.60,38,-117.32,37,-118.82,4400.00,3878.79,1.50,3,34,0.03,LOS,101.49,2.22,-83.49,-55.71,8.26,50.53,0,27,-92.16,28,-104.40,33,-108.45,21,-109.44,35,-111.90,19,-114.70
87,7325.66,4900.00,1.50,0,54,0.06,NLOS,118.61,3.65,-102.04,-74.25,-1.75,33.51,0,55,-101.31,61,-110.65,47,-114.85,60,-115.27,48,-115.38,62,-117.10,7600.00,3975.01,1.50,3,60,0.04,LOS,94.29,-3.61,-70.46,-42.67,32.16,52.00,0,54,-105.30,53,-109.14,61,-110.25,47,-112.78,52,-113.64,66,-117.88,3600.00,6014.22,1.50,3,23,0.15,NLOS,107.73,-2.95,-84.55,-56.77,17.68,28.05,0,29,-103.77,30,-111.02,31,-112.15,16,-113.56,34,-115.59,24,-116.06,5800.00,6101.04,1.50,3,43,0.12,NLOS,109.95,-2.37,-87.36,-59.58,19.29,36.73,0,36,-110.52,44,-111.72,51,-116.55,50,-116.72,38,-117.41,37,-118.92,4400.00,3864.75,1.50,3,34,0.03,LOS,101.64,2.22,-83.64,-55.86,7.41,50.53,0,27,-91.38,28,-104.73,33,-108.25,21,-109.51,35,-112.06,19,-114.58
88,7334.97,4900.00,1.50,0,54,0.06,NLOS,118.71,-8.31,-90.18,-62.40,8.38,33.51,0,55,-99.59,61,-107.12,49,-111.06,48,-111.65,46,-115.13,63,-115.98,7600.00,3960.57,1.50,3,60,0.04,LOS,94.51,-0.35,-73.94,-46.16,29.05,52.00,0,53,-103.89,54,-111.62,46,-118.11,68,-119.98,61,-120.88,59,-121.43,3600.00,6006.43,1.50,3,23,0.16,NLOS,107.12,2.82,-89.72,-61.94,9.94,28.05,0,30,-102.26,29,-104.76,24,-112.99,22,-113.30,17,-113.46,18,-113.75,5800.00,6109.16,1.50,1,43,0.13,NLOS,109.29,2.92,-92.00,-64.22,9.68,36.73,0,49,-103.32,37,-111.01,42,-111.69,44,-114.94,56,-115.61,35,-116.60,4400.00,3850.72,1.50,3,34,0.03,LOS,101.79,2.85,-84.42,-56.64,15.14,50.53,0,27,-100.60,21,-102.63,28,-109.41,33,-109.82,39,-111.76,29,-117.71
89,7344.27,4900.00,1.50,0,54,0.06,NLOS,118.83,-8.31,-90.30,-62.52,8.28,33.51,0,55,-99.64,61,-106.88,49,-111.14,48,-111.83,46,-115.17,63,-115.96,7600.00,3946.12,1.50,3,60,0.04,LOS,94.74,-0.35,-74.17,-46.39,28.58,52.00,0,53,-103.56,54,-111.92,46,-118.01,68,-120.08,61,-121.09,59,-121.16,3600.00,5998.63,1.50,3,23,0.17,NLOS,106.50,2.82,-89.11,-61.32,10.58,28.05,0,30,-102.33,29,-104.66,22,-113.17,24,-113.17,17,-113.51,18,-113.82,5800.00,6119.36,1.50,1,43,0.14,NLOS,108.43,2.92,-91.14,-63.36,10.59,36.73,0,49,-103.40,37,-110.90,42,-111.94,44,-114.78,56,-115.59,50,-116.55,4400.00,3836.68,1.50,3,34,0.03,LOS,101.95,2.85,-84.58,-56.80,14.37,50.53,0,27,-99.82,21,-102.71,33,-109.62,28,-109.73,39,-111.67,29,-117.86
90,7353.58,4900.00,1.50,0,54,0.06,NLOS,118.96,-8.31,-90.43,-62.65,8.17,33.51,0,55,-99.69,61,-106.65,49,-111.22,48,-112.02,46,-115.21,63,-115.93,7600.00,3931.68,1.50,3,60,0.04,LOS,94.99,3.02,-77.79,-50.01,23.64,52.00,0,54,-103.23,59,-111.00,53,-111.26,61,-111.82,40,-113.19,52,-116.16,3600.00,5990.84,1.50,3,23,0.18,NLOS,105.87,2.82,-88.48,-60.70,11.22,28.05,0,30,-102.41,29,-104.56,22,-113.04,24,-113.35,17,-113.56,18,-113.89,5800.00,6129.57,1.50,1,43,0.16,NLOS,107.53,2.92,-90.24,-62.46,11.55,36.73,0,49,-103.48,37,-110.80,42,-112.19,44,-114.61,56,-115.58,50,-116.43,4400.00,3822.64,1.50,3,34,0.03,LOS,102.11,-1.30,-80.60,-52.82,10.00,50.53,0,27,-90.71,28,-107.46,26,-111.97,33,-115.95,21,-118.36,35,-120.72
91,7362.89,4900.00,1.50,0,54,0.05,NLOS,119.10,4.47,-103.35,-75.57,-2.56,33.51,0,48,-102.28,55,-110.62,60,-110.87,61,-113.07,68,-114.82,47,-119.27,7600.00,3917.24,1.50,3,60,0.04,LOS,95.25,3.02,-78.05,-50.26,23.53,52.00,0,54,-103.52,59,-110.73,53,-110.94,61,-112.02,40,-113.18,52,-115.95,3600.00,5983.05,1.50,3,23,0.19,NLOS,105.24,2.82,-87.84,-60.06,11.86,28.05,0,30,-102.49,29,-104.46,22,-112.90,24,-113.52,17,-113.61,18,-113.97,5800.00,6139.77,1.50,1,43,0.17,NLOS,106.58,-1.02,-85.35,-57.57,16.04,36.73,0,42,-104.38,36,-105.20,56,-114.60,50,-115.35,49,-116.94,35,-118.87,4400.00,3808.61,1.50,3,34,0.03,LOS,102.28,-1.30,-80.77,-52.99,9.10,50.53,0,27,-89.96,28,-107.76,26,-111.73,33,-115.75,21,-118.44,35,-120.88
92,7372.20,4900.00,1.50,0,54,0.05,NLOS,119.25,4.47,-103.50,-75.71,-2.60,33.51,0,48,-102.46,55,-110.68,60,-110.77,61,-112.83,68,-114.72,47,-119.37,7600.00,3902.79,1.50,3,60,0.04,LOS,95.52,2.68,-77.98,-50.19,20.04,52.00,0,53,-100.29,54,-103.92,52,-106.40,47,-107.28,59,-108.62,67,-111.78,3600.00,5975.26,1.50,3,23,0.21,NLOS,104.60,5.07,-89.45,-61.67,18.74,28.05,0,28,-110.28,29,-111.00,17,-115.26,30,-116.49,25,-117.35,35,-117.68,5800.00,6149.97,1.50,1,43,0.19,NLOS,105.59,-1.02,-84.35,-56.57,17.18,36.73,0,42,-104.63,36,-105.27,56,-114.59,50,-115.23,49,-117.03,35,-118.97,4400.00,3794.57,1.50,3,34,0.03,LOS,102.45,-1.86,-80.38,-52.60,-0.18,50.53,0,27,-80.21,33,-110.95,29,-111.04,21,-115.78,20,-117.63,42,-118.35
93,7381.51,4900.00,1.50,0,54,0.05,NLOS,119.40,4.47,-103.65,-75.87,-2.65,33.51,0,48,-102.64,60,-110.67,55,-110.75,61,-112.58,68,-114.62,47,-119.47,7611.65,3900.00,1.50,0,60,0.04,LOS,95.19,2.68,-77.65,-49.87,20.60,52.00,0,53,-100.66,54,-104.10,52,-106.41,47,-107.46,59,-108.43,67,-111.67,3600.00,5967.46,1.50,3,23,0.22,NLOS,103.95,5.07,-88.81,-61.03,19.35,28.05,0,28,-110.20,29,-110.90,17,-115.32,30,-116.57,25,-117.43,35,-117.64,5800.00,6160.18,1.50,1,43,0.21,NLOS,104.54,-1.02,-83.31,-55.52,18.37,36.73,0,42,-104.86,36,-105.34,56,-114.57,50,-115.11,49,-117.11,35,-119.07,4400.00,3780.53,1.50,3,34,0.03,LOS,102.63,-1.86,-80.55,-52.77,-1.03,50.53,0,27,-79.53,33,-110.75,29,-111.18,21,-115.87,20,-117.52,42,-118.44
94,7390.81,4900.00,1.50,0,54,0.05,NLOS,119.57,-0.90,-98.45,-70.67,2.18,33.51,0,48,-102.30,55,-107.49,61,-111.72,49,-111.75,40,-116.26,59,-116.96,7626.10,3900.00,1.50,0,60,0.04,LOS,94.71,8.00,-82.49,-54.71,16.17,52.00,0,53,-100.03,54,-107.61,59,-108.20,45,-115.76,67,-115.85,52,-116.61,3600.00,5959.67,1.50,3,23,0.23,NLOS,103.31,5.07,-88.17,-60.38,19.97,28.05,0,28,-110.12,29,-110.80,17,-115.37,30,-116.66,25,-117.51,35,-117.59,5800.00,6170.38,1.50,1,43,0.23,NLOS,103.43,-1.16,-82.06,-54.28,22.45,36.73,0,44,-109.23,37,-111.08,42,-111.44,50,-113.75,48,-115.15,49,-115.28,4400.00,3766.50,1.50,3,34,0.03,LOS,102.81,-0.54,-82.05,-54.27,7.69,50.53,0,27,-89.91,33,-105.37,28,-110.77,26,-111.18,20,-113.62,14,-117.42
95,7400.00,4900.12,1.50,1,54,0.05,NLOS,119.75,-0.90,-98.62,-70.84,2.11,33.51,0,48,-102.48,55,-107.56,61,-111.47,49,-111.83,40,-116.33,59,-116.93,7640.54,3900.00,1.50,0,60,0.04,LOS,94.23,8.00,-82.01,-54.22,17.01,52.00,0,53,-100.53,54,-107.77,59,-108.03,67,-115.69,45,-115.84,52,-116.69,3600.00,5951.88,1.50,3,23,0.24,NLOS,102.67,5.07,-87.53,-59.75,20.58,28.05,0,28,-110.04,29,-110.70,17,-115.42,30,-116.74,35,-117.55,25,-117.59,5800.00,6180.58,1.50,1,43,0.25,NLOS,102.27,-1.16,-80.89,-53.11,23.57,36.73,0,44,-109.05,37,-110.97,42,-111.67,50,-113.63,48,-115.26,49,-115.37,4400.00,3752.46,1.50,3,34,0.03,LOS,102.99,-0.54,-82.23,-54.45,7.00,50.53,0,27,-89.38,33,-105.18,26,-110.93,28,-111.05,20,-113.51,14,-117.41
96,7400.00,4909.43,1.50,1,54,0.05,NLOS,120.14,-0.90,-99.01,-71.23,1.65,33.51,0,48,-102.46,55,-107.28,61,-111.43,49,-111.75,40,-116.37,59,-117.01,7654.98,3900.00,1.50,0,60,0.04,LOS,93.73,-7.09,-66.43,-38.64,35.79,52.00,0,53,-102.93,61,-113.22,59,-115.92,48,-116.59,58,-120.73,54,-120.74,3600.00,5944.08,1.50,3,23,0.26,NLOS,102.04,-3.38,-78.45,-50.67,26.23,28.05,0,29,-108.48,17,-109.14,37,-113.78,22,-115.83,30,-117.06,18,-117.32,5800.00,6190.78,1.50,1,43,0.28,NLOS,101.03,-1.16,-79.66,-51.87,24.76,36.73,0,44,-108.88,37,-110.87,42,-111.90,50,-113.51,48,-115.37,49,-115.46,4400.00,3738.42,1.50,3,34,0.03,LOS,103.18,-3.90,-79.06,-51.28,12.35,50.53,0,27,-91.59,33,-106.33,22,-114.53,28,-115.18,39,-115.33,40,-117.20
97,7400.00,4918.74,1.50,1,61,0.03,NLOS,128.30,-8.06,-100.02,-72.24,5.11,33.51,1,48,-101.17,54,-107.64,62,-111.77,60,-115.77,55,-116.13,42,-117.77,7669.43,3900.00,1.50,0,60,0.05,LOS,93.23,-7.09,-65.93,-38.14,36.69,52.00,0,53,-103.41,61,-113.15,59,-115.76,48,-116.70,58,-120.69,54,-120.91,3600.00,5936.29,1.50,3,23,0.27,NLOS,101.43,-3.38,-77.84,-50.06,26.81,28.05,0,29,-108.38,17,-109.19,37,-113.82,22,-115.69,30,-117.14,18,-117.39,5800.00,6200.99,1.50,1,43,0.31,NLOS,99.73,-1.61,-77.90,-50.12,22.87,36.73,0,42,-101.94,36,-110.22,44,-114.25,41,-115.17,50,-115.29,37,-116.00,4400.00,3724.39,1.50,3,34,0.02,LOS,103.36,-3.90,-79.24,-51.46,11.86,50.53,0,27,-91.29,33,-106.13,22,-114.65,39,-115.25,28,-115.45,40,-117.20
98,7400.00,4928.05,1.50,1,61,0.03,NLOS,128.26,-8.06,-99.99,-72.21,5.30,33.51,0,48,-101.15,54,-108.01,62,-111.66,55,-115.85,60,-115.90,42,-117.74,7683.87,3900.00,1.50,0,60,0.05,LOS,92.73,0.51,-73.02,-45.24,23.92,52.00,0,59,-98.87,53,-102.52,66,-110.43,55,-112.94,54,-113.23,48,-113.91,3600.00,5928.50,1.50,3,23,0.28,NLOS,100.85,-3.38,-77.25,-49.47,27.37,28.05,0,29,-108.28,17,-109.25,37,-113.86,22,-115.55,30,-117.23,16,-117.39,5800.00,6211.19,1.50,1,43,0.34,NLOS,98.35,-1.61,-76.52,-48.74,24.41,36.73,0,42,-102.16,36,-110.30,44,-114.07,50,-115.17,41,-115.28,37,-115.90,4400.00,3710.35,1.50,3,27,0.20,NLOS,104.84,-3.88,-80.74,-52.96,6.95,50.53,1,34,-87.81,33,-104.54,28,-113.03,21,-115.57,20,-116.57,26,-116.61
