Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_rsrp_bs0,ue0_sinr_bs0,ue0_rsrp_bs1,ue0_sinr_bs1,ue0_rsrp_bs2,ue0_sinr_bs2,ue0_rsrp_bs3,ue0_sinr_bs3,ue0_rsrp_bs4,ue0_sinr_bs4,ue0_rsrp_bs5,ue0_sinr_bs5,ue0_rsrp_bs6,ue0_sinr_bs6
3120,5100.00,5546.75,1,4,-70.26,12.80,90.00,0,-98.51,-28.46,-107.95,-37.91,-106.76,-36.71,-89.01,-18.91,-70.26,12.80,-90.13,-20.04,-86.14,-15.99
3121,5100.00,5547.00,1,4,-73.10,9.52,90.00,0,-95.87,-23.21,-107.52,-34.88,-103.88,-31.24,-87.05,-14.24,-73.10,9.52,-89.87,-17.15,-86.88,-14.07
3122,5100.00,5547.25,1,4,-72.25,9.87,90.00,0,-96.26,-24.42,-107.03,-35.21,-101.90,-30.07,-88.75,-16.85,-72.25,9.87,-89.18,-17.28,-84.96,-12.93
3123,5100.00,5547.50,1,4,-71.73,10.52,90.00,0,-97.92,-26.55,-106.82,-35.46,-101.82,-30.46,-89.17,-17.74,-71.73,10.52,-89.08,-17.64,-85.01,-13.46
3124,5100.00,5547.75,1,4,-74.89,7.72,90.00,0,-96.18,-21.93,-106.04,-31.83,-100.25,-26.02,-87.24,-12.81,-74.89,7.72,-90.48,-16.16,-86.51,-12.03
3125,5100.00,5548.00,1,4,-74.94,8.09,90.00,0,-95.89,-21.55,-107.59,-33.28,-96.65,-22.31,-88.12,-13.62,-74.94,8.09,-89.97,-15.54,-87.36,-12.83
3126,5100.00,5548.25,1,4,-79.22,3.72,90.00,0,-96.74,-19.00,-106.88,-29.19,-97.65,-19.92,-88.68,-10.64,-79.22,3.72,-89.79,-11.83,-86.63,-8.35
3127,5100.00,5548.50,1,4,-78.18,4.71,90.00,0,-97.51,-20.56,-106.06,-29.14,-99.43,-22.50,-91.24,-14.16,-78.18,4.71,-90.63,-13.53,-85.07,-7.44
3128,5100.00,5548.75,1,4,-81.28,2.40,90.00,0,-97.30,-17.92,-104.58,-25.26,-98.92,-19.56,-92.38,-12.85,-81.28,2.40,-88.78,-8.95,-87.15,-7.06
3129,5100.00,5549.00,1,4,-82.93,1.42,90.00,0,-98.77,-18.13,-105.31,-24.72,-98.97,-18.34,-95.40,-14.68,-82.93,1.42,-90.60,-9.58,-86.73,-4.95
3130,5100.00,5549.25,1,4,-82.65,1.99,90.00,0,-98.99,-18.40,-105.44,-24.90,-99.66,-19.08,-94.35,-13.64,-82.65,1.99,-92.70,-11.91,-86.65,-4.90
3131,5100.00,5549.50,1,4,-82.64,0.43,90.00,0,-97.49,-17.58,-104.47,-24.61,-100.71,-20.84,-94.41,-14.41,-82.64,0.43,-91.65,-11.51,-84.58,-2.96
3132,5100.00,5549.75,1,4,-82.60,2.66,90.00,0,-99.58,-18.80,-106.19,-25.46,-100.81,-20.04,-93.14,-12.17,-82.60,2.66,-92.62,-11.61,-87.88,-6.24
3133,5100.00,5550.00,1,4,-83.36,0.45,90.00,0,-99.65,-19.02,-108.94,-28.36,-99.43,-18.80,-92.57,-11.71,-83.36,0.45,-89.20,-7.98,-86.86,-5.12
3134,5100.00,5550.25,1,4,-81.12,3.04,90.00,0,-98.49,-19.07,-109.92,-30.55,-99.05,-19.64,-93.20,-13.65,-81.12,3.04,-88.98,-9.11,-87.64,-7.57
3135,5100.00,5550.50,1,4,-83.69,0.59,90.00,0,-99.27,-18.25,-106.74,-25.77,-100.12,-19.10,-92.79,-11.54,-83.69,0.59,-88.91,-7.19,-87.99,-6.07
3136,5100.00,5550.75,1,4,-83.39,-0.55,90.00,0,-101.74,-21.61,-106.02,-25.90,-102.00,-21.87,-93.14,-12.81,-83.39,-0.55,-87.87,-6.97,-85.50,-3.92
3137,5100.00,5551.00,1,4,-84.70,0.41,90.00,0,-102.12,-20.18,-105.62,-23.71,-101.26,-19.32,-93.27,-11.05,-84.70,0.41,-88.68,-5.77,-90.03,-7.42
3138,5100.00,5551.25,1,4,-85.15,-0.42,90.00,0,-101.40,-19.43,-105.18,-23.23,-100.40,-18.42,-91.28,-8.82,-85.15,-0.42,-88.28,-5.22,-90.74,-8.21
3139,5100.00,5551.50,1,4,-84.42,-0.54,90.00,0,-102.93,-21.77,-104.55,-23.39,-100.07,-18.88,-92.12,-10.63,-84.42,-0.54,-89.99,-8.25,-86.59,-4.00
3140,5100.00,5551.75,1,4,-82.48,-0.50,90.00,0,-102.50,-23.27,-105.10,-25.88,-100.25,-21.01,-95.42,-16.10,-82.48,-0.50,-89.34,-9.69,-83.37,-2.05
3141,5100.00,5552.00,1,4,-82.20,-1.08,90.00,0,-101.27,-22.63,-102.23,-23.59,-97.54,-18.86,-92.78,-13.99,-82.20,-1.08,-86.03,-6.54,-83.68,-3.44
3142,5100.00,5552.25,1,4,-82.56,0.05,90.00,0,-101.85,-22.25,-101.06,-21.46,-97.59,-17.94,-93.37,-13.60,-82.56,0.05,-88.02,-7.77,-85.20,-4.23
3143,5100.00,5552.50,1,4,-81.42,1.82,90.00,0,-100.52,-21.26,-101.98,-22.73,-95.62,-16.29,-91.68,-12.20,-81.42,1.82,-88.16,-8.33,-86.98,-6.96
3144,5100.00,5552.75,1,4,-83.28,-0.39,90.00,0,-100.91,-20.81,-103.13,-23.05,-95.74,-15.55,-91.48,-11.09,-83.28,-0.39,-89.42,-8.82,-85.53,-4.02
3145,5100.00,5553.00,1,4,-84.45,-2.57,90.00,0,-101.94,-21.94,-101.91,-21.91,-98.31,-18.27,-89.86,-9.42,-84.45,-2.57,-88.95,-8.40,-84.20,-2.17
3146,5100.00,5553.25,1,4,-83.25,-1.16,90.00,0,-103.24,-23.59,-102.59,-22.95,-99.64,-19.97,-89.70,-9.63,-83.25,-1.16,-90.48,-10.49,-84.09,-2.54
3147,5100.00,5553.50,1,4,-80.87,1.69,90.00,0,-102.75,-24.11,-101.66,-23.02,-98.98,-20.32,-92.03,-13.20,-80.87,1.69,-92.12,-13.30,-84.03,-3.92
3148,5100.00,5553.75,1,4,-81.58,0.62,90.00,0,-102.56,-23.68,-101.04,-22.15,-101.58,-22.69,-93.64,-14.63,-81.58,0.62,-93.60,-14.59,-83.13,-2.23
3149,5100.00,5554.00,1,4,-81.31,-0.01,90.00,0,-103.56,-25.25,-100.88,-22.56,-102.17,-23.86,-92.56,-14.10,-81.31,-0.01,-94.72,-16.32,-82.05,-1.38
3150,5100.00,5554.25,1,4,-82.66,-1.62,90.00,0,-103.89,-25.11,-99.22,-20.42,-105.85,-27.08,-94.55,-15.67,-82.66,-1.62,-96.18,-17.34,-81.56,0.45
3151,5100.00,5554.50,1,4,-84.73,-2.68,90.00,0,-103.56,-23.36,-97.82,-17.56,-103.89,-23.69,-94.23,-13.88,-84.73,-2.68,-98.59,-18.35,-82.71,1.03
3152,5100.00,5554.75,1,4,-83.50,-1.77,90.00,0,-103.56,-24.04,-99.25,-19.70,-104.29,-24.77,-92.91,-13.20,-83.50,-1.77,-97.32,-17.74,-82.42,0.20
3153,5100.00,5555.00,1,4,-84.93,-3.14,90.00,0,-104.66,-24.58,-100.88,-20.77,-106.58,-26.50,-92.98,-12.68,-84.93,-3.14,-96.77,-16.60,-82.46,1.34
3154,5100.00,5555.25,1,4,-83.27,-1.70,90.00,0,-105.03,-25.69,-101.41,-22.06,-106.80,-27.47,-92.68,-13.15,-83.27,-1.70,-98.24,-18.85,-82.18,0.31
3155,5100.00,5555.50,1,4,-84.40,-3.38,90.00,0,-103.69,-24.30,-96.54,-17.08,-107.30,-27.92,-92.64,-13.06,-84.40,-3.38,-99.15,-19.73,-81.63,1.66
3156,5100.00,5555.75,1,4,-83.79,-4.19,90.00,0,-101.93,-23.70,-93.21,-14.87,-107.08,-28.87,-93.82,-15.50,-83.79,-4.19,-99.23,-20.99,-80.11,2.60
3157,5100.00,5556.00,1,4,-83.14,-3.72,90.00,0,-98.33,-20.41,-95.92,-17.97,-107.92,-30.04,-95.01,-17.05,-83.14,-3.72,-98.88,-20.96,-79.80,2.55
3158,5100.00,5556.25,1,4,-80.32,0.10,90.00,0,-99.18,-21.80,-97.01,-19.61,-106.49,-29.13,-96.29,-18.88,-80.32,0.10,-100.25,-22.87,-80.80,-0.83
3159,5100.00,5556.50,1,4,-81.22,-0.77,90.00,0,-97.87,-20.02,-98.45,-20.61,-105.11,-27.30,-93.64,-15.72,-81.22,-0.77,-100.06,-22.23,-80.94,-0.25
3160,5100.00,5556.75,1,4,-80.53,0.44,90.00,0,-97.02,-19.24,-101.71,-23.96,-105.64,-27.90,-94.94,-17.13,-80.53,0.44,-99.29,-21.53,-81.44,-1.31
3161,5100.00,5557.00,1,4,-80.66,1.55,90.00,0,-98.15,-19.75,-102.46,-24.08,-106.23,-27.87,-90.86,-12.25,-80.66,1.55,-97.77,-19.37,-83.29,-3.25
3162,5100.00,5557.25,1,4,-83.61,-1.47,90.00,0,-99.62,-19.77,-103.31,-23.49,-104.32,-24.50,-90.99,-10.84,-83.61,-1.47,-99.41,-19.56,-83.09,-0.54
3163,5100.00,5557.50,1,4,-83.55,-3.51,90.00,0,-99.13,-20.65,-103.71,-25.26,-102.73,-24.28,-89.77,-11.00,-83.55,-3.51,-98.07,-19.59,-80.77,1.49
3164,5100.00,5557.75,1,4,-84.52,-3.97,90.00,0,-97.57,-18.42,-103.68,-24.58,-102.81,-23.70,-86.92,-7.06,-84.52,-3.97,-99.55,-20.43,-82.01,0.18
3165,5100.00,5558.00,1,4,-82.91,-1.09,90.00,0,-95.62,-16.20,-105.09,-25.76,-102.85,-23.52,-88.42,-8.53,-82.91,-1.09,-100.90,-21.56,-83.37,-1.88
3166,5100.00,5558.25,1,4,-82.70,0.22,90.00,0,-97.25,-17.37,-106.23,-26.42,-102.74,-22.91,-88.60,-8.18,-82.70,0.22,-98.89,-19.03,-84.92,-3.52
3167,5100.00,5558.50,1,4,-80.71,2.10,90.00,0,-98.02,-19.35,-109.34,-30.71,-103.82,-25.18,-88.12,-8.98,-80.71,2.10,-98.71,-20.04,-84.88,-5.08
3168,5100.00,5558.75,1,4,-84.59,-0.82,90.00,0,-96.81,-15.53,-110.09,-inf,-106.64,-25.47,-87.10,-4.66,-84.59,-0.82,-98.92,-17.70,-87.49,-5.19
3169,5100.00,5559.00,1,4,-84.32,-0.36,90.00,0,-99.58,-18.39,-109.77,-28.63,-105.66,-24.51,-86.80,-4.29,-84.32,-0.36,-95.62,-14.33,-88.53,-6.53
3170,5100.00,5559.25,1,4,-83.85,-0.61,90.00,0,-99.44,-18.86,-110.11,-inf,-103.92,-23.38,-86.11,-4.18,-83.85,-0.61,-97.06,-16.45,-87.35,-5.81
3171,5100.00,5559.50,1,4,-84.56,-0.36,90.00,0,-97.93,-16.47,-110.02,-inf,-103.08,-21.69,-86.66,-3.77,-84.56,-0.36,-95.62,-14.09,-89.75,-7.70
3172,5100.00,5559.75,1,4,-85.92,-2.33,90.00,0,-98.23,-16.55,-109.47,-27.88,-104.25,-22.63,-88.83,-6.33,-85.92,-2.33,-98.04,-16.35,-85.83,-2.19
3173,5100.00,5560.00,1,4,-84.27,-0.76,90.00,0,-95.69,-14.69,-111.61,-inf,-104.41,-23.54,-89.36,-7.85,-84.27,-0.76,-97.32,-16.36,-85.66,-3.06
3174,5100.00,5560.25,1,4,-85.11,-0.95,90.00,0,-97.06,-15.34,-113.57,-inf,-105.45,-23.83,-91.72,-9.68,-85.11,-0.95,-96.72,-14.98,-85.80,-2.13
3175,5100.00,5560.50,1,4,-83.81,1.51,90.00,0,-97.11,-15.50,-114.42,-inf,-104.61,-23.10,-90.36,-8.27,-83.81,1.51,-96.99,-15.37,-88.27,-5.76
3176,5100.00,5560.75,1,4,-83.05,1.80,90.00,0,-95.67,-14.68,-110.98,-inf,-105.13,-24.27,-88.74,-7.13,-83.05,1.80,-96.14,-15.17,-88.87,-7.28
3177,5100.00,5561.00,1,4,-84.26,1.72,90.00,0,-96.59,-14.41,-108.68,-26.65,-105.94,-23.89,-90.73,-8.08,-84.26,1.72,-97.36,-15.21,-89.44,-6.54
3178,5100.00,5561.25,1,4,-85.07,0.63,90.00,0,-95.85,-13.29,-105.87,-23.49,-105.59,-23.21,-89.75,-6.52,-85.07,0.63,-93.97,-11.30,-90.86,-7.84
3179,5100.00,5561.50,1,4,-84.92,1.74,90.00,0,-97.75,-14.92,-106.06,-23.34,-106.05,-23.34,-91.67,-8.39,-84.92,1.74,-95.25,-12.31,-90.64,-7.19
3180,5100.00,5561.75,1,4,-83.50,2.83,90.00,0,-98.30,-16.52,-105.05,-23.35,-108.72,-27.03,-90.71,-8.45,-83.50,2.83,-94.01,-12.07,-91.04,-8.82
3181,5100.00,5562.00,1,4,-85.58,0.20,90.00,0,-97.10,-14.27,-105.77,-23.08,-109.62,-26.94,-91.82,-8.59,-85.58,0.20,-94.30,-11.33,-88.92,-5.08
3182,5100.00,5562.25,1,4,-85.01,1.22,90.00,0,-98.25,-15.57,-107.53,-24.96,-112.03,-inf,-90.13,-6.73,-85.01,1.22,-97.91,-15.21,-90.07,-6.66
3183,5100.00,5562.50,1,4,-86.23,0.80,90.00,0,-100.00,-16.30,-107.37,-23.75,-114.26,-inf,-93.31,-9.21,-86.23,0.80,-99.99,-16.29,-89.23,-4.23
3184,5100.00,5562.75,1,4,-85.65,0.62,90.00,0,-98.11,-15.03,-107.61,-24.66,-115.20,-inf,-90.69,-6.95,-85.65,0.62,-97.57,-14.47,-89.76,-5.80
3185,5100.00,5563.00,1,4,-85.36,1.07,90.00,0,-100.95,-18.03,-108.51,-25.65,-113.49,-inf,-91.49,-8.01,-85.36,1.07,-97.96,-14.98,-89.16,-5.16
3186,5100.00,5563.25,1,4,-84.31,3.07,90.00,0,-101.26,-18.63,-109.12,-26.54,-116.57,-inf,-91.59,-8.44,-84.31,3.07,-98.26,-15.57,-90.98,-7.74
3187,5100.00,5563.50,1,4,-84.67,1.58,90.00,0,-100.36,-17.92,-106.72,-24.33,-116.57,-inf,-90.38,-7.25,-84.67,1.58,-96.99,-14.46,-89.81,-6.58
3188,5100.00,5563.75,1,4,-84.00,1.50,90.00,0,-100.66,-18.93,-105.92,-24.23,-116.72,-inf,-90.61,-8.35,-84.00,1.50,-92.88,-10.86,-89.12,-6.58
3189,5100.00,5564.00,1,4,-80.88,4.74,90.00,0,-100.75,-21.09,-104.48,-24.84,-116.18,-inf,-93.59,-13.78,-80.88,4.74,-90.77,-10.80,-89.04,-8.89
3190,5100.00,5564.25,1,4,-80.76,4.28,90.00,0,-99.63,-20.21,-106.05,-26.66,-115.48,-inf,-93.49,-13.94,-80.76,4.28,-90.22,-10.46,-88.23,-8.24
3191,5100.00,5564.50,1,4,-79.73,5.65,90.00,0,-98.41,-19.67,-105.09,-26.40,-116.08,-inf,-90.80,-11.84,-79.73,5.65,-92.45,-13.58,-89.14,-10.05
3192,5100.00,5564.75,1,4,-79.73,5.08,90.00,0,-96.27,-17.64,-104.84,-26.28,-117.41,-inf,-89.53,-10.62,-79.73,5.08,-92.17,-13.42,-89.14,-10.19
3193,5100.00,5565.00,1,4,-78.57,7.64,90.00,0,-95.04,-17.07,-105.45,-27.56,-116.82,-inf,-91.75,-13.69,-78.57,7.64,-93.44,-15.44,-90.81,-12.70
3194,5100.00,5565.25,1,4,-77.31,8.71,90.00,0,-94.37,-17.54,-109.07,-32.30,-117.11,-inf,-91.84,-14.95,-77.31,8.71,-90.88,-13.95,-92.57,-15.69
3195,5100.00,5565.50,1,4,-75.96,10.08,90.00,0,-96.15,-20.56,-107.22,-31.66,-116.36,-inf,-91.50,-15.84,-75.96,10.08,-90.71,-15.02,-92.44,-16.80
3196,5100.00,5565.75,1,4,-75.46,10.38,90.00,0,-94.35,-19.22,-103.02,-27.93,-114.54,-inf,-91.90,-16.73,-75.46,10.38,-91.46,-16.28,-91.38,-16.19
3197,5100.00,5566.00,1,4,-74.10,11.31,90.00,0,-92.64,-18.79,-102.22,-28.43,-115.08,-inf,-95.96,-22.15,-74.10,11.31,-89.02,-15.10,-91.77,-17.91
3198,5100.00,5566.25,1,4,-73.40,11.74,90.00,0,-92.06,-18.89,-101.67,-28.54,-115.05,-inf,-95.11,-21.95,-73.40,11.74,-88.55,-15.30,-92.51,-19.34
3199,5100.00,5566.50,1,4,-75.15,9.85,90.00,0,-94.90,-20.13,-101.99,-27.25,-114.75,-inf,-95.49,-20.73,-75.15,9.85,-87.10,-12.12,-93.55,-18.77
3200,5100.00,5566.75,1,4,-73.04,11.58,90.00,0,-91.90,-19.10,-102.17,-29.41,-113.16,-inf,-93.66,-20.87,-73.04,11.58,-87.26,-14.35,-94.79,-22.01
3201,5100.00,5567.00,1,4,-73.40,12.75,90.00,0,-96.38,-23.18,-101.86,-28.68,-112.87,-inf,-93.27,-20.05,-73.40,12.75,-89.56,-16.28,-93.42,-20.21
3202,5100.00,5567.25,1,4,-72.56,13.15,90.00,0,-95.79,-23.42,-100.96,-28.59,-113.39,-inf,-92.30,-19.89,-72.56,13.15,-89.70,-17.27,-92.35,-19.95
3203,5100.00,5567.50,1,4,-70.43,17.39,90.00,0,-95.67,-25.30,-99.56,-29.20,-111.40,-inf,-97.90,-27.54,-70.43,17.39,-92.11,-21.73,-94.07,-23.70
3204,5100.00,5567.75,1,4,-71.42,16.92,90.00,0,-97.21,-25.87,-98.74,-27.40,-111.95,-inf,-97.34,-25.99,-71.42,16.92,-92.86,-21.49,-94.70,-23.35
3205,5100.00,5568.00,1,4,-71.24,17.87,90.00,0,-99.31,-28.14,-99.31,-28.13,-109.40,-38.23,-97.73,-26.56,-71.24,17.87,-94.74,-23.55,-94.23,-23.04
3206,5100.00,5568.25,1,4,-68.47,20.09,90.00,0,-97.86,-29.43,-97.56,-29.13,-107.93,-39.50,-95.84,-27.41,-68.47,20.09,-95.39,-26.95,-94.11,-25.67
3207,5100.00,5568.50,1,4,-68.86,19.69,90.00,0,-99.37,-30.56,-95.11,-26.29,-105.86,-37.05,-99.00,-30.19,-68.86,19.69,-96.13,-27.31,-93.22,-24.39
3208,5100.00,5568.75,1,4,-69.35,19.60,90.00,0,-97.38,-28.07,-96.50,-27.19,-104.93,-35.62,-97.40,-28.09,-69.35,19.60,-97.08,-27.77,-94.49,-25.17
3209,5100.00,5569.00,1,4,-71.11,15.94,90.00,0,-95.96,-24.95,-95.83,-24.81,-104.87,-33.87,-97.38,-26.37,-71.11,15.94,-94.38,-23.36,-91.09,-20.05
3210,5100.00,5569.25,1,4,-69.86,16.57,90.00,0,-95.89,-26.12,-95.56,-25.79,-105.18,-35.42,-97.31,-27.54,-69.86,16.57,-91.83,-22.04,-91.14,-21.35
3211,5100.00,5569.50,1,4,-69.08,18.00,90.00,0,-99.05,-30.04,-94.56,-25.53,-105.58,-36.57,-99.16,-30.14,-69.08,18.00,-92.66,-23.63,-91.59,-22.56
3212,5100.00,5569.75,1,4,-68.48,17.55,90.00,0,-96.80,-28.39,-90.65,-22.21,-106.22,-37.81,-100.23,-31.82,-68.48,17.55,-92.67,-24.24,-91.79,-23.36
3213,5100.00,5570.00,1,4,-67.51,18.58,90.00,0,-97.93,-30.48,-90.64,-23.17,-105.18,-37.73,-100.28,-32.83,-67.51,18.58,-93.95,-26.50,-90.90,-23.44
3214,5100.00,5570.25,1,4,-66.12,20.43,90.00,0,-99.77,-33.68,-89.68,-23.58,-102.19,-36.10,-99.77,-33.68,-66.12,20.43,-95.66,-29.57,-93.06,-26.97
3215,5100.00,5570.50,1,4,-64.51,22.02,90.00,0,-100.78,-36.29,-90.24,-25.75,-103.39,-38.90,-100.60,-36.11,-64.51,22.02,-93.27,-28.78,-93.09,-28.60
3216,5100.00,5570.75,1,4,-62.35,24.36,90.00,0,-99.02,-36.69,-90.52,-28.18,-103.87,-41.53,-100.87,-38.53,-62.35,24.36,-94.36,-32.02,-92.74,-30.40
3217,5100.00,5571.00,1,4,-64.07,21.88,90.00,0,-98.84,-34.79,-89.12,-25.06,-102.57,-38.52,-98.73,-34.68,-64.07,21.88,-93.98,-29.93,-93.08,-29.03
3218,5100.00,5571.25,1,4,-62.98,21.75,90.00,0,-99.78,-36.83,-87.06,-24.10,-103.14,-40.19,-97.76,-34.81,-62.98,21.75,-94.83,-31.88,-91.87,-28.91
3219,5100.00,5571.50,1,4,-63.44,20.04,90.00,0,-98.41,-35.01,-85.24,-21.82,-103.89,-40.50,-96.39,-33.00,-63.44,20.04,-95.69,-32.30,-91.46,-28.06
3220,5100.00,5571.75,1,4,-64.57,16.76,90.00,0,-99.42,-34.94,-82.17,-17.62,-104.11,-39.63,-95.19,-30.71,-64.57,16.76,-96.40,-31.93,-92.88,-28.39
3221,5100.00,5572.00,1,4,-62.91,17.86,90.00,0,-97.95,-35.11,-81.60,-18.69,-102.27,-39.43,-95.68,-32.84,-62.91,17.86,-96.63,-33.79,-91.94,-29.09
3222,5100.00,5572.25,1,4,-63.61,17.59,90.00,0,-94.51,-30.97,-82.27,-18.68,-102.64,-39.11,-94.32,-30.79,-63.61,17.59,-96.51,-32.97,-92.51,-28.98
3223,5100.00,5572.50,1,4,-61.09,20.59,90.00,0,-95.41,-34.36,-83.03,-21.94,-102.53,-41.47,-93.54,-32.49,-61.09,20.59,-96.49,-35.43,-91.61,-30.56
3224,5100.00,5572.75,1,4,-61.34,21.76,90.00,0,-96.25,-34.93,-84.46,-23.13,-103.03,-41.72,-94.83,-33.52,-61.34,21.76,-96.23,-34.92,-94.45,-33.13
3225,5100.00,5573.00,1,4,-62.50,21.58,90.00,0,-94.84,-32.37,-85.80,-23.32,-102.72,-40.26,-95.75,-33.28,-62.50,21.58,-97.64,-35.18,-94.35,-31.88
3226,5100.00,5573.25,1,4,-64.34,18.11,90.00,0,-96.19,-31.91,-83.30,-18.97,-101.93,-37.65,-98.36,-34.08,-64.34,18.11,-98.23,-33.95,-95.12,-30.84
3227,5100.00,5573.50,1,4,-66.51,16.26,90.00,0,-94.07,-27.65,-83.85,-17.37,-103.61,-37.21,-98.53,-32.13,-66.51,16.26,-96.14,-29.73,-96.05,-29.64
3228,5100.00,5573.75,1,4,-68.14,13.68,90.00,0,-91.28,-23.30,-83.10,-15.00,-103.20,-35.24,-95.60,-27.63,-68.14,13.68,-96.23,-28.26,-95.80,-27.83
3229,5100.00,5574.00,1,4,-67.56,15.06,90.00,0,-91.37,-23.92,-84.14,-16.62,-99.98,-32.56,-96.10,-28.67,-67.56,15.06,-97.36,-29.93,-95.87,-28.44
3230,5100.00,5574.25,1,4,-66.57,16.85,90.00,0,-88.65,-22.14,-86.67,-20.15,-99.85,-33.37,-95.32,-28.84,-66.57,16.85,-97.54,-31.06,-94.47,-27.99
3231,5100.00,5574.50,1,4,-68.47,13.72,90.00,0,-89.88,-21.57,-84.15,-15.75,-102.88,-34.59,-92.60,-24.29,-68.47,13.72,-96.46,-28.16,-96.22,-27.93
3232,5100.00,5574.75,1,4,-67.05,15.15,90.00,0,-89.93,-22.98,-84.20,-17.20,-105.34,-38.42,-91.38,-24.44,-67.05,15.15,-97.38,-30.46,-97.76,-30.83
3233,5100.00,5575.00,1,4,-65.86,16.95,90.00,0,-89.64,-23.84,-85.91,-20.09,-104.03,-38.25,-91.14,-25.35,-65.86,16.95,-95.58,-29.80,-94.02,-28.24
3234,5100.00,5575.25,1,4,-65.90,16.12,90.00,0,-89.76,-23.94,-84.25,-18.39,-106.19,-40.40,-91.19,-25.38,-65.90,16.12,-95.62,-29.82,-95.13,-29.33
3235,5100.00,5575.50,1,4,-68.46,14.02,90.00,0,-88.44,-20.11,-85.93,-17.56,-107.67,-39.39,-90.36,-22.04,-68.46,14.02,-96.27,-27.97,-94.12,-25.82
3236,5100.00,5575.75,1,4,-70.61,12.91,90.00,0,-89.07,-18.62,-88.32,-17.86,-107.46,-37.07,-90.06,-19.63,-70.61,12.91,-97.32,-26.92,-93.44,-23.03
3237,5100.00,5576.00,1,4,-69.89,13.09,90.00,0,-91.31,-21.61,-87.18,-17.42,-107.17,-37.49,-87.56,-17.81,-69.89,13.09,-98.10,-28.42,-94.50,-24.80
3238,5100.00,5576.25,1,4,-71.93,8.76,90.00,0,-87.08,-15.57,-86.97,-15.46,-105.81,-34.42,-84.21,-12.59,-71.93,8.76,-95.16,-23.76,-94.81,-23.40
3239,5100.00,5576.50,1,4,-74.20,4.99,90.00,0,-88.05,-14.91,-85.65,-12.40,-105.39,-32.38,-81.75,-8.13,-74.20,4.99,-94.08,-21.04,-92.49,-19.44
3240,5100.00,5576.75,1,4,-72.66,5.96,90.00,0,-87.78,-15.99,-85.93,-14.09,-106.02,-34.34,-80.72,-8.45,-72.66,5.96,-93.08,-21.37,-93.74,-22.03
3241,5100.00,5577.00,1,4,-70.62,8.80,90.00,0,-88.76,-18.62,-87.54,-17.38,-104.91,-34.82,-81.37,-10.95,-70.62,8.80,-92.00,-21.89,-95.58,-25.49
3242,5100.00,5577.25,1,4,-70.78,10.80,90.00,0,-90.74,-20.26,-89.78,-19.30,-106.12,-35.68,-83.68,-13.04,-70.78,10.80,-93.08,-22.62,-98.42,-27.98
3243,5100.00,5577.50,1,4,-71.19,11.15,90.00,0,-92.62,-21.73,-89.92,-19.00,-105.99,-35.12,-84.73,-13.68,-71.19,11.15,-92.15,-21.25,-97.55,-26.68
3244,5100.00,5577.75,1,4,-72.01,11.71,90.00,0,-92.39,-20.62,-92.04,-20.27,-106.39,-34.66,-87.20,-15.35,-72.01,11.71,-90.80,-19.02,-97.23,-25.49
3245,5100.00,5578.00,1,4,-72.85,10.20,90.00,0,-94.06,-21.58,-90.12,-17.59,-108.00,-35.54,-86.25,-13.62,-72.85,10.20,-90.39,-17.87,-97.14,-24.67
3246,5100.00,5578.25,1,4,-72.98,9.49,90.00,0,-94.59,-22.05,-90.62,-18.03,-108.23,-35.71,-85.41,-12.67,-72.98,9.49,-88.86,-16.24,-97.94,-25.42
3247,5100.00,5578.50,1,4,-71.35,12.46,90.00,0,-95.07,-23.94,-91.34,-20.19,-106.97,-35.85,-88.74,-17.55,-71.35,12.46,-88.21,-17.01,-98.25,-27.13
3248,5100.00,5578.75,1,4,-72.78,10.47,90.00,0,-95.66,-23.23,-94.32,-21.88,-107.00,-34.59,-86.38,-13.80,-72.78,10.47,-88.36,-15.84,-96.84,-24.42
3249,5100.00,5579.00,1,4,-73.38,8.65,90.00,0,-95.13,-22.29,-96.43,-23.59,-107.34,-34.51,-84.67,-11.56,-73.38,8.65,-86.92,-13.92,-97.62,-24.78
3250,5100.00,5579.25,1,4,-73.12,8.09,90.00,0,-95.06,-22.54,-97.00,-24.49,-105.41,-32.92,-83.08,-10.19,-73.12,8.09,-87.26,-14.62,-98.99,-26.49
3251,5100.00,5579.50,1,4,-73.18,9.33,90.00,0,-98.89,-26.17,-95.08,-22.35,-104.13,-31.42,-84.08,-11.05,-73.18,9.33,-90.21,-17.42,-97.98,-25.26
3252,5100.00,5579.75,1,4,-70.40,12.71,90.00,0,-96.45,-26.26,-96.60,-26.41,-102.79,-32.61,-84.66,-14.33,-70.40,12.71,-91.73,-21.53,-97.12,-26.94
3253,5100.00,5580.00,1,4,-70.55,13.96,90.00,0,-98.74,-28.35,-93.67,-23.27,-103.53,-33.14,-86.73,-16.25,-70.55,13.96,-92.89,-22.48,-97.15,-26.76
3254,5100.00,5580.25,1,4,-70.08,13.16,90.00,0,-99.77,-29.90,-92.13,-22.24,-104.16,-34.29,-85.85,-15.87,-70.08,13.16,-90.65,-20.74,-93.67,-23.79
3255,5100.00,5580.50,1,4,-70.33,12.21,90.00,0,-100.98,-30.90,-91.24,-21.13,-103.88,-33.80,-84.64,-14.41,-70.33,12.21,-90.99,-20.87,-94.41,-24.31
